,UBP_Total,UPB_Fabrication,UBP_Élimination,REN_Total,REN_Total fabrication,REN_Valorisé sous forme énergétique fabrication,REN_Valorisé sous forme de matière fabrication,REN_Élimination,NREN_Total,NREN_Total fabrication,NREN_Valorisé sous forme énergétique fabrication,NREN_Valorisé sous forme de matière fabrication,NREN_Élimination,GES_Total,GES_Fabrication,GES_Élimination,Contenu dans le produit,Travaux de préparation,material_emb
134,680.0,606.0,73.8,8.0,8.0,2.9,5.1,0.00602,1.2,1.11,1.03,0.0844,0.091,0.253,0.204,0.0492,0.447,"Bois lamellé-collé, colle UF, zone sèche, production Suisse",Wood
135,882.0,775.0,106.0,8.12,8.11,2.99,5.12,0.00611,1.82,1.72,1.64,0.0892,0.0976,0.395,0.315,0.0798,0.449,Contreplaqué de planches,Wood
136,744.0,638.0,106.0,5.67,5.66,0.549,5.11,0.00611,1.6,1.51,1.45,0.054,0.0976,0.281,0.201,0.0798,0.448,"Contreplaqué de placage, production Suisse",Wood
137,1970.0,1860.0,106.0,9.24,9.23,4.72,4.52,0.00611,5.07,4.98,4.04,0.933,0.0976,1.02,0.942,0.0798,0.41,Contreplaqué de placage,Wood
138,1770.0,1700.0,68.3,7.04,7.03,1.85,5.18,0.00601,4.12,4.03,3.77,0.26,0.0899,1.07,1.03,0.0441,0.455,Panneau de particules dur,Sawdust
139,770.0,685.0,85.2,2.04,2.03,0.491,1.54,0.00958,1.27,1.1,1.1,0.0,0.17,0.534,0.498,0.0357,0.138,Panneau de bois léger à paille de bois liée par du ciment,Glass-reinforced cement
140,688.0,620.0,68.3,8.28,8.27,3.13,5.15,0.00601,1.24,1.15,1.14,0.0105,0.0899,0.288,0.244,0.0441,0.45,Bois massif de construction,Wood
141,436.0,373.0,62.9,7.28,7.27,2.32,4.95,0.00599,0.662,0.573,0.573,0.0,0.0888,0.152,0.113,0.039,0.451,"Bois massif hêtre / chêne, séché en cellule, raboté",Wood
142,396.0,333.0,62.9,7.39,7.39,2.44,4.95,0.00599,0.572,0.483,0.483,0.0,0.0888,0.122,0.0832,0.039,0.451,"Bois massif hêtre / chêne, séché en cellule, raboté, production Suisse",Wood
143,391.0,328.0,62.9,7.11,7.11,2.16,4.95,0.00599,0.568,0.479,0.479,0.0,0.0888,0.135,0.0962,0.039,0.451,"Bois massif hêtre, chêne, séché en cellule, brut",Wood
144,355.0,292.0,62.9,7.22,7.21,2.27,4.95,0.00599,0.485,0.396,0.396,0.0,0.0888,0.109,0.07,0.039,0.451,"Bois massif hêtre, chêne, séché en cellule, brut, production Suisse",Wood
145,322.0,260.0,62.9,6.21,6.2,1.66,4.54,0.00599,0.478,0.389,0.389,0.0,0.0888,0.12,0.0812,0.039,0.413,"Bois massif hêtre / chêne, séché à l'air, brut",Wood
146,290.0,227.0,62.9,6.3,6.29,1.76,4.54,0.00599,0.402,0.313,0.313,0.0,0.0888,0.0978,0.0589,0.039,0.413,"Bois massif hêtre / chêne, séché à l'air, brut, production Suisse",Wood
147,476.0,413.0,62.9,6.05,6.04,0.889,5.15,0.00599,0.777,0.688,0.688,0.0,0.0888,0.173,0.134,0.039,0.451,"Bois massif épicéa / sapin / mélèze, séché en cellule, raboté",Spruce
148,459.0,396.0,62.9,5.93,5.93,0.774,5.15,0.00599,0.733,0.644,0.644,0.0,0.0888,0.156,0.117,0.039,0.451,"Bois massif épicéa / sapin / mélèze, séché en cellule, raboté, production Suisse",Spruce
149,432.0,369.0,62.9,10.0,10.0,4.67,5.35,0.00599,0.469,0.381,0.381,0.0,0.0888,0.134,0.095,0.039,0.451,"Bois massif épicéa / sapin, séché en cellule, holzpur",Spruce
150,400.0,337.0,62.9,5.21,5.21,0.484,4.72,0.00599,0.673,0.584,0.584,0.0,0.0888,0.156,0.117,0.039,0.413,"Bois massif épicéa / sapin / mélèze, séché à l'air, raboté",Spruce
151,385.0,322.0,62.9,5.11,5.1,0.378,4.72,0.00599,0.633,0.544,0.544,0.0,0.0888,0.142,0.103,0.039,0.413,"Bois massif épicéa / sapin / mélèze, séché à l'air, raboté, production Suisse",Spruce
152,316.0,254.0,62.9,4.98,4.97,0.249,4.72,0.00599,0.509,0.42,0.42,0.0,0.0888,0.129,0.0904,0.039,0.413,"Bois massif épicéa / sapin / mélèze, séché à l'air, brut",Spruce
153,306.0,243.0,62.9,4.88,4.87,0.156,4.71,0.00599,0.478,0.389,0.389,0.0,0.0888,0.12,0.0809,0.039,0.413,"Bois massif épicéa / sapin / mélèze, séché à l'air, brut, production Suisse",Spruce
154,1540.0,1420.0,128.0,5.85,5.84,1.23,4.61,0.00616,4.47,4.37,3.2,1.17,0.102,0.954,0.854,0.1,0.396,"Panneau de fibres à densité moyenne (MDF), colle UF",Fibreglass
155,1030.0,921.0,106.0,8.26,8.25,3.16,5.09,0.00611,2.71,2.61,2.08,0.535,0.0976,0.563,0.483,0.0798,0.444,"Panneau d'aggloméré type OSB, colle PF, zone humide",
156,1340.0,1230.0,106.0,6.89,6.88,1.96,4.92,0.00611,3.65,3.55,2.91,0.647,0.0976,0.813,0.733,0.0798,0.429,Panneau de particules tubulaire,
157,886.0,780.0,106.0,4.36,4.36,0.778,3.58,0.00611,2.56,2.46,1.61,0.856,0.0976,0.529,0.45,0.0798,0.417,"Panneau de particules, colle PF, zone humide",Granular cork aggregates
158,1210.0,1090.0,122.0,4.69,4.68,1.22,3.46,0.00614,3.7,3.6,2.47,1.13,0.0985,0.735,0.641,0.0945,0.417,"Panneau de particules, colle UF, enduit, zone sèche",Materials by form
159,886.0,780.0,106.0,4.36,4.36,0.778,3.58,0.00611,2.56,2.46,1.61,0.856,0.0976,0.529,0.45,0.0798,0.417,"Panneau de particules, colle UF, zone sèche",Cohesive soil
160,2870.0,2760.0,106.0,10.0,10.0,5.89,4.15,0.00611,6.94,6.84,6.1,0.741,0.0976,1.43,1.35,0.0798,0.41,"Bois lamellé / multiplex, colle PF, zone humide",Polyurethane resin
161,2140.0,2030.0,106.0,9.99,9.99,5.84,4.15,0.00611,4.7,4.6,3.86,0.741,0.0976,0.948,0.868,0.0798,0.41,"Bois lamellé / multiplex, colle UF, zone sèche",Bonded surfacing decorative aggregates
162,73500.0,73100.0,408.0,12.1,12.1,12.1,0.0,0.0117,229.0,229.0,229.0,0.0,0.174,48.7,48.4,0.289,0.0,Fibres d'aérogel,Aerogel
163,1460.0,1410.0,42.5,0.164,0.162,0.162,0.0,0.00216,4.46,4.4,4.4,0.0,0.0526,1.05,1.04,0.0127,0.0,Perlite expansée,Perlite aggregates
164,687.0,644.0,42.5,0.0495,0.0473,0.0473,0.0,0.00216,1.56,1.51,1.51,0.0,0.0526,0.394,0.382,0.0127,0.0,Vermiculite expansée,Vermiculite aggregates
165,2940.0,2570.0,370.0,5.97,5.96,0.956,5.0,0.0123,5.32,5.17,5.17,0.0,0.154,1.01,0.777,0.235,0.44,Isolation en lin,Insulating glass
166,2880.0,2510.0,370.0,5.9,5.89,0.893,5.0,0.0123,5.18,5.03,5.03,0.0,0.154,0.983,0.749,0.235,0.44,"Isolation en lin, MAGRIPOL, Premium",Insulating glass
167,3530.0,3160.0,370.0,5.47,5.46,0.456,5.0,0.0123,7.51,7.36,7.36,0.0,0.154,1.45,1.22,0.235,0.44,"Isolation en lin, résistant au feu",Heat-resistant concrete
168,3460.0,3090.0,370.0,5.41,5.4,0.397,5.0,0.0123,7.35,7.2,7.2,0.0,0.154,1.42,1.18,0.235,0.44,"Isolation en lin, anti-feu, MAGRIPOL, Premium+",Glass wool
169,1960.0,1850.0,116.0,2.35,2.34,2.34,0.0,0.0104,5.46,5.33,5.33,0.0,0.133,1.1,1.04,0.0592,0.0,Laine de verre,Glass wool
170,1830.0,1710.0,116.0,2.28,2.27,2.27,0.0,0.0104,5.13,4.99,4.99,0.0,0.133,1.03,0.97,0.0592,0.0,"Laine de verre, Isover, résine phénolique",Glass wool
171,1700.0,1580.0,116.0,2.45,2.44,2.44,0.0,0.0104,3.66,3.53,3.53,0.0,0.133,0.89,0.831,0.0592,0.0,"Laine de verre, Isover, liant végétal",Glass wool
172,2060.0,1940.0,116.0,0.317,0.306,0.306,0.0,0.0104,5.89,5.76,5.76,0.0,0.133,1.14,1.08,0.0592,0.0,"Laine de verre, SUPAFIL",Glass wool
173,2170.0,1990.0,172.0,7.94,7.92,3.77,4.15,0.0122,6.23,6.09,5.08,1.0,0.148,1.11,1.07,0.0387,0.496,Panneau en liège,Cork
174,10000.0,6730.0,3280.0,0.597,0.585,0.585,0.0,0.0114,33.5,33.3,26.3,7.0,0.202,7.26,4.17,3.09,0.0,Résine phénolique  (PF),Phenol formaldehyde resin
175,9800.0,6520.0,3280.0,0.513,0.502,0.502,0.0,0.0114,30.0,29.8,20.6,9.22,0.202,7.6,4.51,3.09,0.0,Polystyrène expansé (EPS),Expanded polystyrene (EPS)
176,8790.0,5510.0,3280.0,0.729,0.718,0.694,0.024,0.0114,26.7,26.5,17.3,9.15,0.202,6.95,3.86,3.09,0.0,"Polystyrène expansé, SwissporEPS",Polystyrene (PS)
177,19700.0,16500.0,3280.0,0.654,0.643,0.643,0.0,0.0114,29.4,29.2,20.0,9.22,0.202,14.4,11.3,3.09,0.0,Polystyrène extrudé (XPS),Extruded polystyrene foam (XPS)
178,8880.0,5600.0,3280.0,1.37,1.36,1.36,0.00169,0.0114,25.5,25.3,15.9,9.4,0.202,6.96,3.87,3.09,0.0,"Polystyrène extrudé, SwissporXPS",Extruded polystyrene foam (XPS)
179,10400.0,7490.0,2920.0,0.823,0.806,0.806,0.0,0.0172,30.1,29.5,20.9,8.58,0.682,7.44,4.79,2.65,0.0,Polyuréthane (PUR/PIR),Polyurethane (PU)
180,9830.0,6910.0,2920.0,1.03,1.02,0.973,0.044,0.0172,28.0,27.3,19.3,7.94,0.682,7.08,4.43,2.65,0.0,"Polyuréthane, SwissporPIR",Polyurethane resin
181,1760.0,1710.0,42.5,1.88,1.88,1.88,0.0,0.00216,5.16,5.11,5.11,0.0,0.0526,1.19,1.17,0.0127,0.0,Verre cellulaire,Glass
182,1020.0,979.0,42.5,0.205,0.203,0.203,0.0,0.00216,3.15,3.1,3.1,0.0,0.0526,0.707,0.694,0.0127,0.0,"Verre cellulaire, GLAPOR",Glass
183,499.0,457.0,42.5,0.262,0.26,0.26,0.0,0.00216,1.74,1.69,1.69,0.0,0.0526,0.16,0.148,0.0127,0.0,Gravier de verre cellulaire,Gravel
184,434.0,392.0,42.5,0.246,0.243,0.243,0.0,0.00216,1.55,1.5,1.5,0.0,0.0526,0.132,0.12,0.0127,0.0,"Gravier de verre cellulaire, Misapor",Gravel
185,1790.0,1670.0,116.0,0.511,0.5,0.5,0.0,0.0104,4.46,4.32,4.32,0.0,0.133,1.19,1.13,0.0592,0.0,Laine de roche,Stone
186,1620.0,1500.0,116.0,0.339,0.328,0.328,0.0,0.0104,3.95,3.82,3.82,0.0,0.133,1.09,1.03,0.0592,0.0,"Laine de roche, Flumroc",Mineral wool
187,586.0,586.0,0.0,4.87,4.87,0.0949,4.78,0.0,0.229,0.229,0.229,0.0,0.0,0.0956,0.0956,0.0,0.368,Botte de paille pour la construction,Straw
188,1400.0,1170.0,227.0,7.11,7.09,1.92,5.17,0.0123,3.42,3.27,2.74,0.53,0.151,0.725,0.633,0.0921,0.436,Panneau de fibres mou,Fibre
189,556.0,395.0,161.0,0.258,0.245,0.245,0.0,0.0134,1.05,0.882,0.882,0.0,0.165,0.28,0.209,0.0709,0.404,Fibres de cellulose (soufflées),Fibre
190,470.0,309.0,161.0,0.239,0.226,0.226,0.0,0.0134,0.848,0.683,0.683,0.0,0.165,0.233,0.163,0.0709,0.404,"Fibres de cellulose (soufflées), Isofloc",Fibre
191,41700.0,33500.0,8240.0,1.52,1.44,1.44,0.0,0.0799,65.1,62.8,53.7,9.12,2.26,18.4,11.1,7.24,0.0,"Revêtement coulé à 2 comp., industrie (résine époxy), 2,25 mm",Epoxy resin
192,25800.0,21300.0,4540.0,2.05,1.99,1.99,0.0,0.06,62.0,60.5,58.2,2.31,1.45,13.9,10.0,3.87,0.0,"Revêtement coulé à 2 comp., habitation/admin. (résine époxy PU), 2 mm",Epoxy resin
193,38800.0,25400.0,13400.0,2.53,2.39,2.39,0.0,0.137,113.0,110.0,91.7,18.1,2.73,26.8,14.9,11.9,0.0,"Caoutchouc granulé, vitrifié, 7,5 mm",Rubber
194,33700.0,24600.0,9070.0,3.39,3.24,3.24,0.0,0.152,126.0,120.0,62.1,58.2,5.4,15.9,14.7,1.22,0.0,"Asphalte coulé, 27,5 mm",Asphalt
195,26500.0,24100.0,2460.0,2.26,2.13,2.13,0.0,0.125,46.6,43.5,43.5,0.0,3.04,16.4,15.7,0.733,0.0,"Béton dur, 1 couche, 27,5 mm",Normal-weight concrete
196,27200.0,24100.0,3120.0,2.28,2.12,2.12,0.0,0.159,41.8,37.9,37.9,0.0,3.87,16.4,15.4,0.932,0.0,"Béton dur, 2 couches, 35 mm",Rubble concrete
197,24200.0,20400.0,3750.0,9.79,9.72,9.72,0.0,0.0651,60.8,59.8,52.5,7.3,0.924,14.1,11.0,3.19,0.0,"Caoutchouc, 2 mm",Rubber
198,86800.0,73000.0,13800.0,4.39,3.69,3.69,0.0,0.7,83.1,66.0,66.0,0.0,17.0,18.1,14.0,4.11,0.0,"Dalle en céramique/grès, 9 mm",Ceramic
199,15500.0,13400.0,2130.0,39.1,39.0,7.73,31.3,0.098,45.2,43.8,38.1,5.72,1.36,9.06,7.77,1.3,2.73,"Parquet préfabriqué en liège, 10,5 mm",Cork
200,11900.0,7890.0,4060.0,8.35,8.25,2.56,5.69,0.095,34.7,33.3,28.9,4.37,1.43,8.28,4.75,3.52,0.604,"Parquet en liège, revêtement PVC, 3,2 mm ",Granular cork aggregates
201,5960.0,3830.0,2130.0,12.3,12.2,4.72,7.48,0.098,12.1,10.7,10.7,0.0,1.36,3.26,1.96,1.3,0.921,"Parquet en liège, huilé et vitrifié, 5,3 mm ",Cork
202,25700.0,6100.0,19600.0,1.75,0.749,0.749,0.0,0.999,30.4,6.04,6.04,0.0,24.3,10.4,4.51,5.86,0.0,"Dalle en pierre artificielle, liée au ciment, 10 mm",Masonry cement
203,16600.0,13600.0,2970.0,38.2,38.1,2.71,35.4,0.106,42.7,41.3,28.2,13.1,1.45,10.4,8.1,2.3,2.42,"Stratifiés, 8,5 mm",
204,15800.0,15100.0,728.0,19.3,19.2,8.96,10.3,0.0354,26.3,25.9,25.9,0.0,0.437,6.36,5.84,0.516,0.786,"Linoléum, 2,5 mm",Rubber
205,41800.0,40100.0,1720.0,19.3,19.3,19.3,0.0,0.0875,118.0,116.0,116.0,0.0,2.13,16.8,16.3,0.514,0.0,"Dalle en pierre naturelle rectifiée, 15 mm",Natural stone aggregates
206,40600.0,38900.0,1720.0,19.4,19.3,19.3,0.0,0.0875,117.0,115.0,115.0,0.0,2.13,16.6,16.0,0.514,0.0,"Dalle en pierre naturelle rectifiée, Europe, 15 mm",Natural stone aggregates
207,34700.0,33000.0,1720.0,18.8,18.7,18.7,0.0,0.0875,104.0,102.0,102.0,0.0,2.13,13.3,12.8,0.514,0.0,"Dalle en pierre naturelle rectifiée, Suisse, 15 mm",Masonry cement
208,44400.0,42700.0,1720.0,19.4,19.4,19.4,0.0,0.0875,122.0,120.0,120.0,0.0,2.13,17.9,17.4,0.514,0.0,"Dalle en pierre naturelle rectifiée, d'outre-mer, 15 mm",Natural stone aggregates
209,31900.0,30200.0,1720.0,13.2,13.1,13.1,0.0,0.0875,87.6,85.5,85.5,0.0,2.13,13.4,12.9,0.514,0.0,"Dalle en pierre naturelle coupée, 15 mm",Natural stone aggregates
210,69600.0,67900.0,1720.0,24.7,24.6,24.6,0.0,0.0875,144.0,142.0,142.0,0.0,2.13,19.6,19.1,0.514,0.0,"Dalle en pierre naturelle polie, 15 mm",Natural stone aggregates
211,16100.0,15600.0,490.0,87.5,87.5,58.3,29.2,0.0368,42.2,41.7,40.5,1.18,0.563,7.8,7.46,0.337,2.69,"Parquet, 2 plis, vitrifié d'usine, 11 mm",
212,18100.0,17500.0,635.0,145.0,145.0,106.0,38.8,0.0477,40.3,39.6,38.9,0.681,0.729,8.09,7.65,0.437,3.54,"Parquet, 3 plis, vitrifié d'usine, 15 mm",
213,9010.0,8660.0,352.0,89.9,89.9,65.2,24.7,0.0336,23.2,22.8,22.8,0.0,0.497,3.57,3.35,0.218,2.23,"Parquet type mosaïque, vitrifié d'usine, 8 mm",Mosaic glass
214,20600.0,13400.0,7140.0,2.22,1.92,1.92,0.0,0.297,58.2,55.0,46.6,8.43,3.19,14.4,8.16,6.22,0.0,"PVC homogène, 2 mm",Polyvinyl chloride (PVC)
215,16400.0,15400.0,934.0,0.958,0.91,0.91,0.0,0.0476,25.1,24.0,24.0,0.0,1.16,12.9,12.7,0.279,0.0,"Xylolithe, vitrifié, 16.5 mm",Resin concrete
216,20000.0,9510.0,10400.0,3.17,3.14,3.14,0.0,0.0296,43.3,42.6,30.2,12.4,0.638,16.0,5.87,10.1,0.0,"Revêtements synthétiques, thermoplastiques (POT), 2 mm",Synthetic resin
217,21100.0,14700.0,6470.0,0.584,0.565,0.565,0.0,0.0183,50.0,49.6,38.3,11.3,0.394,16.7,10.5,6.25,0.0,"Moquette en fibres synthétiques, tuftée",Fibre
218,12700.0,8700.0,4010.0,0.595,0.584,0.584,0.0,0.0113,34.3,34.0,23.6,10.4,0.244,9.84,5.97,3.87,0.0,Moquette en feutre aiguilleté,
219,15300.0,13200.0,2070.0,10.9,10.8,1.42,9.43,0.0236,15.5,15.1,12.8,2.26,0.414,5.08,3.22,1.85,1.01,Moquette en fibres naturelles,Fibre
220,28100.0,24100.0,4040.0,4.12,3.92,3.92,0.0,0.205,40.5,35.5,35.5,0.0,5.0,17.3,16.1,1.2,0.0,"Terrazzo vitrifié, 40 mm",Pozzolan cement
221,394000.0,377000.0,17300.0,116.0,116.0,116.0,0.0,0.479,911.0,906.0,906.0,0.0,5.34,216.0,201.0,14.8,0.0,"Portes extérieures aluminium, avec vitrage",Aluminium
222,385000.0,374000.0,10500.0,142.0,142.0,142.0,0.0,0.0258,837.0,836.0,836.0,0.0,0.792,192.0,182.0,10.0,0.0,"Portes extérieures aluminium, avec panneau",Aluminium
223,125000.0,116000.0,9270.0,283.0,283.0,102.0,181.0,0.136,265.0,260.0,234.0,26.3,4.17,62.2,54.6,7.64,15.5,Portes extérieures bois,Wood
224,231000.0,222000.0,9270.0,328.0,328.0,147.0,181.0,0.136,505.0,501.0,475.0,26.3,4.17,116.0,108.0,7.64,15.5,"Portes extérieures bois, doublées alu ",Aluminium
225,161000.0,148000.0,12100.0,246.0,246.0,92.6,153.0,0.314,359.0,352.0,331.0,21.2,6.31,85.7,76.0,9.7,13.0,"Portes extérieures bois, avec vitrage",
226,315000.0,305000.0,10500.0,103.0,103.0,103.0,0.0,0.332,722.0,719.0,719.0,0.0,3.6,166.0,157.0,8.71,0.0,"Portes intérieures aluminium, avec vitrage",Aluminium
227,87800.0,79200.0,8530.0,279.0,279.0,88.4,191.0,0.177,190.0,185.0,158.0,27.5,4.87,44.3,37.4,6.86,17.3,"Porte intérieure, porte fonctionnelle, bois, cadre en bois",Wood
228,181000.0,173000.0,7920.0,231.0,231.0,93.3,138.0,0.169,357.0,352.0,326.0,26.3,4.35,96.8,90.3,6.46,13.7,"Porte intérieure, porte fonctionnelle, bois, huisserie en acier",Structural steel
229,109000.0,99800.0,8880.0,200.0,200.0,72.5,127.0,0.273,255.0,249.0,234.0,14.9,5.23,59.7,52.8,6.92,11.0,"Porte intérieure, porte de chambre, bois, vitrage, cadre en bois",Wood
230,202000.0,193000.0,8270.0,152.0,152.0,77.4,74.4,0.265,421.0,416.0,403.0,13.7,4.71,112.0,106.0,6.53,7.46,"Porte intérieure, porte de chambre, bois, vitrage, huisserie en acier",Wood
231,64500.0,57800.0,6700.0,206.0,206.0,66.8,139.0,0.123,141.0,137.0,118.0,18.9,3.44,32.3,26.9,5.39,12.4,"Porte intérieure, porte de chambre, bois, cadre en bois",Wood
232,157000.0,151000.0,6090.0,158.0,158.0,71.6,86.2,0.115,307.0,304.0,287.0,17.7,2.92,84.8,79.8,5.0,8.83,"Porte intérieure, porte de chambre, bois, huisserie en acier",Wood
233,9770.0,6790.0,2980.0,0.429,0.408,0.408,0.0,0.0208,30.0,29.2,20.6,8.58,0.739,7.67,4.92,2.75,0.0,Acrylonitril-butadiène-styrène (ABS),Acrylonitrile butadiene styrene (ABS)
234,5660.0,5650.0,11.1,0.268,0.267,0.267,0.0,0.000567,5.48,5.45,5.45,0.0,0.0272,2.09,2.09,0.00693,0.0,Fer de fonte,Cast iron
235,6020.0,3570.0,2450.0,0.537,0.523,0.523,0.0,0.014,23.2,23.0,11.1,11.9,0.209,4.75,2.38,2.37,0.0,Polyéthylène (HDPE),High-density polyethylene (HDPE)
236,6050.0,3600.0,2450.0,0.421,0.407,0.407,0.0,0.014,22.7,22.5,10.6,11.9,0.209,4.77,2.4,2.37,0.0,Polypropylène (PP),Polypropylene (PP)
237,6240.0,3880.0,2370.0,0.637,0.536,0.536,0.0,0.101,19.5,18.4,12.4,6.02,1.1,4.48,2.38,2.1,0.0,Chlorure de polyvinyle (PVC),Polyvinyl chloride (PVC)
238,2260.0,2190.0,70.7,0.449,0.449,0.449,0.0,0.00066,6.57,6.55,5.65,0.905,0.0167,0.975,0.919,0.0562,0.0,"Enduit, diluable au solvant, 2 couches",Terne-coated steel
239,1220.0,1150.0,70.7,0.14,0.14,0.14,0.0,0.00066,4.17,4.15,3.25,0.905,0.0167,0.701,0.645,0.0562,0.0,"Enduit, diluable à l'eau, 2 couches",Terne-coated steel
240,428.0,369.0,59.0,0.0167,0.0161,0.0161,0.0,0.00055,1.85,1.84,0.705,1.13,0.014,0.181,0.134,0.0468,0.0,"Émulsion de bitume, 1 couche",Bitumen
241,16400.0,16400.0,0.0,3.98,3.98,3.98,0.0,0.0,43.4,43.4,43.4,0.0,0.0,8.11,8.11,0.0,0.0,"Émaillage, métal",Porcelain
242,6260.0,6260.0,0.0,0.575,0.575,0.575,0.0,0.0,16.6,16.6,16.6,0.0,0.0,3.64,3.64,0.0,0.0,"Revêtement pulvérisé, aluminium",Aluminium
243,6750.0,6750.0,0.0,0.694,0.694,0.694,0.0,0.0,21.1,21.1,21.1,0.0,0.0,4.38,4.38,0.0,0.0,"Revêtement pulvérisé, acier",Steel
244,6320.0,6320.0,0.0,0.855,0.855,0.855,0.0,0.0,4.45,4.45,4.45,0.0,0.0,0.609,0.609,0.0,0.0,"Chromage, acier",Chrome steel
245,29500.0,29500.0,0.0,2.63,2.63,2.63,0.0,0.0,25.5,25.5,25.5,0.0,0.0,6.09,6.09,0.0,0.0,"Zincage, acier",Zinc
246,14800.0,11700.0,3090.0,0.384,0.371,0.371,0.0,0.0134,40.2,40.0,32.4,7.6,0.21,11.6,8.68,2.92,0.0,"Plexiglas (PMMA, verre acrylique)",Acrylic resin
247,15200.0,12300.0,2910.0,0.979,0.959,0.959,0.0,0.0193,40.3,39.6,35.6,3.96,0.687,11.5,8.89,2.62,0.0,Polyamide (PA) renforcé par des fibres de verre ,Polyamide resin
248,15900.0,12800.0,3090.0,0.419,0.405,0.405,0.0,0.0134,31.8,31.6,25.6,6.0,0.21,11.4,8.49,2.92,0.0,Polycarbonate (PC),Polycarbonate (PC)
249,13800.0,10700.0,3090.0,1.48,1.46,1.46,0.0,0.0134,31.3,31.1,27.4,3.76,0.21,9.84,6.92,2.92,0.0,Polyester (UP) renforcé par des fibres de verre,Glass fibre-reinforced concrete
250,8170.0,4880.0,3280.0,0.11,0.0971,0.0971,0.0,0.0132,24.6,24.4,13.6,10.8,0.208,6.72,3.64,3.08,0.0,Polystyrène (PS),Polystyrene (PS)
251,35300.0,26500.0,8760.0,16.8,16.7,16.7,0.0,0.0519,113.0,112.0,109.0,3.62,0.873,24.2,16.1,8.13,0.0,Système de tri des déchets,Recycled aggregates
252,836000.0,836000.0,708.0,450.0,450.0,450.0,0.0,0.0363,1260.0,1260.0,1260.0,0.0,1.74,332.0,332.0,0.444,0.0,"Plan de travail en acier chromé, haut de gamme",Chrome steel
253,137000.0,136000.0,1420.0,88.9,88.8,45.1,43.7,0.0809,224.0,223.0,212.0,10.6,1.47,56.8,55.7,1.05,5.09,"Plan de travail en acier chromé, standard",Chrome steel
254,137000.0,116000.0,20800.0,6.28,6.05,6.05,0.0,0.232,355.0,350.0,297.0,53.4,4.49,95.5,76.2,19.2,0.0,Plan de travail en matériau composite (base: hydroxyde d'aluminium),Aluminium
255,34200.0,32600.0,1550.0,148.0,148.0,48.8,99.0,0.0779,102.0,101.0,74.9,25.8,1.25,20.2,19.0,1.2,11.6,Plan de travail en résine synthétique,Synthetic resin
256,27400.0,26000.0,1480.0,335.0,335.0,206.0,129.0,0.141,60.7,58.6,49.8,8.81,2.09,12.6,11.7,0.915,6.36,Plan de travail en bois massif,Wood
257,158000.0,155000.0,3510.0,71.5,71.3,71.3,0.0,0.178,356.0,351.0,351.0,0.0,4.34,41.1,40.0,1.05,0.0,Plan de travail en pierre naturelle,Natural stone aggregates
258,356000.0,338000.0,17700.0,69.3,69.2,69.2,0.0,0.0383,598.0,596.0,596.0,0.0,1.31,151.0,133.0,17.1,0.0,Hotte de ventilation,
259,1000000.0,942000.0,62600.0,5040.0,5040.0,3140.0,1900.0,2.44,1980.0,1940.0,1810.0,129.0,38.2,470.0,418.0,51.3,160.0,"Cuisine, bois massif, 16 éléments",Wood
260,6610000.0,6550000.0,54300.0,682.0,682.0,615.0,67.3,0.258,10300.0,10200.0,10200.0,0.0,5.13,2770.0,2720.0,51.0,3.45,"Cuisine, métal, 16 éléments",Metal
261,1200000.0,1110000.0,91000.0,2530.0,2520.0,599.0,1930.0,3.46,2870.0,2810.0,2280.0,531.0,56.2,632.0,557.0,74.8,223.0,"Cuisine, bois reconstitué, 16 éléments",Wood
262,110000.0,105000.0,5330.0,40.8,40.8,40.8,0.0,0.035,213.0,213.0,213.0,0.0,0.711,48.6,43.6,4.92,0.0,Armoire-évier en acier chromé,Chrome steel
263,46600.0,46000.0,595.0,16.4,16.4,16.4,0.0,0.0303,144.0,143.0,126.0,16.8,0.736,30.7,30.5,0.178,0.0,Armoire-évier en matières composites (base: poudre de roche),Expanded clay lightweight aggregates
