,Unnamed: 0.1,Unnamed: 0,id,title,description,material_state,category,BIM_class,location,date_published,price_initial,price_latest,price_change,imagefiles,material_type,co2,avoided_waste,quantity_initial,quantity_latest,disappeared,country,sold,sold_after,city,deconstruction,state,constraints,price,publishDate,images,distance,rseSummary,promotion,source,conditioning,rate,diag_it,showroom,avoidedWastes,trustLevel,quantity,min_quantity,end_date,pickup_start_date,pickup_end_date,deposit_mode,date,object,material,dim,quantity_n
329,520,520,4974adb4-6f0e-4987-a30c-936407a49f08,Cloison vitrée type cabine,"Lot de cabines d'isolation type verrière, paroi en verre, ossature en métal, cube 4 faces.Quantité exprimée en unité (et non ml). 
Les dimensions des cubes sont variables la hauteur est identique pour les 3 modèles. 
Modèle 1 :  H: 250, L: 275, l: 335
Modèle 2 : H: 250, L:240, l: 330
Modèle 3 : H: 250, L:240, l: 171",verygood,demountable_partitions,C.10.10.02.1f,CHAMPS-SUR-MARNE,2022-04-05,75.0,750.0,675.0,"['/upload/material/images/594f878f-79b6-4492-826b-17844d086834.jpg', '/upload/material/images/16b79d4b-c9ec-4cb8-a66f-8591d15bee5d.jpg', '/upload/material/images/3c516fd5-0d90-4b40-9b4c-31a23b42de8a.jpg']",used,,,3.0,1.0,2023-03-26,FR,1.0,355.0,,,,,"{'score': 1.4874575754220132e-05, 'start': 83, 'end': 116, 'answer': ' faces.Quantité exprimée en unité'}",,,,,,,,,,,,,,,,,,,, cube 4 faces.Quantité,,, unité
330,521,521,4977c8da-41e4-4231-b88a-1f12ee488e86,Poubelle,Poubelle métallique d’une capacité de 110L,correct,other_built_in_accessory,C.10.30.90.5a,RENNES,2022-07-28,30.0,30.0,0.0,['https://diag-it.fr/files/MaterialImage/3e1921af-d9c1-4c77-9333-1c0a08f7c7af.jpeg'],used,,,12.0,12.0,2022-10-03,FR,1.0,67.0,,,,,"{'score': 0.00910800788551569, 'start': 0, 'end': 42, 'answer': 'Poubelle métallique d’une capacité de 110L'}",,,,,,,,,,,,,,,,,,,,Poubelle métallique, métallique,, 110L
331,523,523,4997843a-1c53-42ca-8d49-41fe3e4281ed,Porte de placards double,"Porte de placards double.Panneau bois composite (alvéolaire ou âme-pleine), peint en blanc.",correct,interior_portal,C.10.20.06,LYON--3E--ARRONDISSEMENT,2022-07-01,16.0,16.0,0.0,['/upload/material/images/69251de1-3690-4655-acd1-8761c9c6a327.jpg'],used,,,3.0,3.0,2022-09-26,FR,1.0,87.0,,,,,"{'score': 8.117350489555974e-07, 'start': 17, 'end': 32, 'answer': ' double.Panneau'}",,,,,,,,,,,,,,,,,,,,Porte de placards double.Panneau,,,
332,524,524,49a52259-de5e-48d3-bc51-78e874b72815,Porte simple manuelle,"Porte simple manuelle en bois massif.  Finition vernis. Essence : noyer. Quincaillerie en laiton vernis. Epaisseur du bâti : 13 cm (Dimension du bâti : Largeur 95 cm, Hauteur 215 cm).",verygood,simple_solid_doors,C.10.20.01.1d,PARIS-8E-ARRONDISSEMENT,2022-05-17,99.0,99.0,0.0,"['/upload/material/images/59387682-8627-41c6-a2eb-82acd21920ac.jpeg', '/upload/material/images/032ffb1e-129d-43ca-9e7c-ac5a40b4714f.jpeg', '/upload/material/images/b79c1c05-91e5-4d5e-ab99-7230d4b5156f.jpeg', '/upload/material/images/b895f485-de18-4074-85dc-2eab7e1fdd70.jpeg']",used,,,1.0,1.0,2023-03-26,FR,1.0,313.0,,,,,"{'score': 1.0593424804028473e-06, 'start': 0, 'end': 21, 'answer': 'Porte simple manuelle'}",,,,,,,,,,,,,,,,,,,,Porte simple manuelle, bois massif.,,
333,525,525,49c8bf33-df12-4e77-b6a4-51268d337de0,Porte simple manuelle,Porte simple en bois reconstitué.,verygood,simple_solid_doors,C.10.20.01.1e,NANTES,2022-01-21,70.0,70.0,0.0,"['/upload/material/images/c55b66e6-6e40-4dfc-adcd-93fa07fe0fb4.jpeg', '/upload/material/images/2f2f8432-f84b-4ab4-b9da-f63ba2271d8a.jpeg', '/upload/material/images/8f80e2f5-146b-47eb-81c5-0303647c73da.jpeg', '/upload/material/images/ff4a1083-3da3-43f2-b434-651b92e59811.jpeg']",used,,,15.0,15.0,2022-10-03,FR,1.0,255.0,,,,,"{'score': 0.0006976483855396509, 'start': 0, 'end': 33, 'answer': 'Porte simple en bois reconstitué.'}",,,,,,,,,,,,,,,,,,,,, bois reconstitué.,,
334,529,529,4a2caa20-3872-4a06-becb-a2b4cd6eb726,Madrier bois 7x15x150,Résineux. Prix par pièce et non par m². Mesures approximatives.,correct,frame,B.10.20.01.4a,CLERMONT-FERRAND,2022-03-03,15.0,15.0,0.0,['/upload/material/images/d6fc010a-fae2-4d91-b994-f95e0ddb9c5d.jpg'],used,,,3.0,3.0,2023-09-24,FR,2.0,570.0,,,,,"{'score': 0.30875343084335327, 'start': 14, 'end': 24, 'answer': ' par pièce'}",,,,,,,,,,,,,,,,,,,,,Résineux.,,
335,531,531,4a55ceb8-ebd4-49e4-b1f8-add3e7e0c58d,Thermostat de régulation,Thermostat de régulation de marque Daikin,correct,hvac_regulation,D.30.60.01.2,RENNES,2022-07-18,9.0,9.0,0.0,"['/upload/material/images/805d5423-c562-4227-9071-b5145bc17383.jpeg', '/upload/material/images/09d18cb9-c598-4f10-9caa-1f9725fc528f.jpeg']",used,,,7.0,7.0,2022-09-26,FR,1.0,70.0,,,,,"{'score': 0.3959795832633972, 'start': 34, 'end': 41, 'answer': ' Daikin'}",,,,,,,,,,,,,,,,,,,,,,,
336,532,532,4a5c4302-3288-47e4-b8eb-bd5b0a0ea439,Casier,"Casier de bloc de 3, sur pieds, de couleur bleu clair et foncé, avec serrure et cadenas,  de largeur de 120 cm, hauteur de 193 cm et profondeur de 51 cm.",correct,locker,C.10.30.05.3,PARIS-13E-ARRONDISSEMENT,2022-08-11,35.0,35.0,0.0,"['/upload/material/images/04e4f0f3-bea5-4d3d-b565-1648dde86895.jpg', '/upload/material/images/d3470a1d-1086-4d0f-af74-0aec6e611f16.jpg', '/upload/material/images/697c72cd-f1cd-478b-8c85-c60196fc6ef4.jpg', '/upload/material/images/8fee2532-da0d-47d0-8627-e836d6a1a6a2.jpg']",used,,,7.0,7.0,2023-09-24,FR,2.0,409.0,,,,,"{'score': 0.0003118579916190356, 'start': 0, 'end': 20, 'answer': 'Casier de bloc de 3,'}",,,,,,,,,,,,,,,,,,,,"Casier de bloc de 3,",,," 3,"
337,534,534,4ae709f9-2e8b-4812-9c6c-bc620b3f0ebd,Lavabo double vasque encastré,"Double vasque encastré
Marbre
Conditionnement : Palette",correct,lavatories,D.20.10.04.2g,PARIS-12E-ARRONDISSEMENT,2022-08-02,80.0,80.0,0.0,['/upload/material/images/c9c496c2-567a-4c35-8b5d-024a831eb717.png'],used,,,45.0,45.0,2023-01-19,FR,1.0,170.0,,,,,"{'score': 0.00019325732137076557, 'start': 0, 'end': 57, 'answer': 'Double vasque encastré\r\nMarbre\r\nConditionnement : Palette'}",,,,,,,,,,,,,,,,,,,,Double vasque encastré,"
Marbre",,
338,535,535,4b0e9931-1a2e-46da-a78f-90746611adad,Barreaudage de fenêtre,Barreaudage de fenêtre,correct,railing,B.20.20.06.g,VILLENEUVE-SAINT-GEORGES,2022-04-01,20.0,20.0,0.0,['/upload/material/images/730a1386-f1f7-4206-96d7-a28542afa3fa.jpeg'],used,,,1.0,1.0,2023-05-04,FR,1.0,398.0,,,,,"{'score': 0.017923245206475258, 'start': 0, 'end': 22, 'answer': 'Barreaudage de fenêtre'}",,,,,,,,,,,,,,,,,,,,Barreaudage de fenêtre,,,
339,536,536,4b166eea-c8aa-4c86-9a7f-0d351e4ffbd9,Cloison,Cloison de bureau semi vitrée avec porte simple en bois intégrée. Double vitrage et cadre aluminium. Dimensions données pour l'ensemble du module.,verygood,demountable_partitions,C.10.10.02.1e,CHAMPS-SUR-MARNE,2022-04-05,80.0,80.0,0.0,['/upload/material/images/27180e5e-1688-441e-8582-5079d5f65b4c.jpg'],used,,,5.0,5.0,2023-09-24,FR,2.0,537.0,,,,,"{'score': 4.268255906936247e-06, 'start': 0, 'end': 17, 'answer': 'Cloison de bureau'}",,,,,,,,,,,,,,,,,,,,Cloison de bureau,,,
340,537,537,4b278a69-28be-4a2b-ba77-098120ac03f8,Radiateur à eau en Acier,Radiateur à eau en Acier de marque Acova,correct,electronically_heat,D.30.50.02.2a,RENNES,2022-07-18,62.0,62.0,0.0,"['/upload/material/images/dfd4d9bb-cc8e-4a79-9b89-6a9a1e83071a.jpeg', '/upload/material/images/b6e65d6a-3a13-4ede-96d5-fbfd9d90f319.jpeg', '/upload/material/images/3cc00fe4-09b0-47f4-af0f-592f0f6388db.jpeg']",used,,,3.0,3.0,2022-09-26,FR,1.0,70.0,,,,,"{'score': 0.027454612776637077, 'start': 0, 'end': 24, 'answer': 'Radiateur à eau en Acier'}",,,,,,,,,,,,,,,,,,,,, Acier,,
341,538,538,4b2c2487-6250-4fcc-beca-34e372a10a7b,Parc de jeux,Son corps long et sinueux et ses multiples jets sont une invitation à toutes les aventures extraordinaires.,correct,other_special_equipment,E.10.90.90.2,CHATILLON,2022-07-06,40.0,59.0,19.0,"['/upload/material/images/60c8eaff-10f5-4203-938a-bafb9206ba9d.jpeg', '/upload/material/images/0c20d747-28e0-4aaa-8c69-82e95a0e2b33.jpeg']",used,,,1.0,1.0,2023-02-21,FR,1.0,230.0,,,,,"{'score': 7.054226536240549e-09, 'start': 0, 'end': 47, 'answer': 'Son corps long et sinueux et ses multiples jets'}",,,,,,,,,,,,,,,,,,,,,,,
342,539,539,4b75fcce-9353-407e-9ec5-470458df43eb,Garde-corps d'escalier extérieur,2 éléments assemblés en 1 non séparables de longueur 180 puis 150cm. Epaisseur 4cm,damaged,handrail,C.20.10.90.2a,CHATEAUROUX,2022-07-26,25.0,25.0,0.0,"['/upload/material/images/ee5e1b4e-204e-413b-a188-b6bb530584ee.jpeg', '/upload/material/images/37733086-3da4-4413-8664-c2daeb1f8847.jpeg']",used,,,2.0,2.0,2022-11-30,FR,1.0,127.0,,,,,"{'score': 5.573395256419644e-08, 'start': 68, 'end': 82, 'answer': ' Epaisseur 4cm'}",,,,,,,,,,,,,,,,,,,,,,,
343,540,540,4b865f39-5052-4546-9bd7-a438388d79b4,Vitre 244x94,Il est possible de compléter avec des produits neufs et des montants de cloisons auprès de notre fournisseur. Contacter le service client de cycle up pour plus de détails.,verygood,demountable_partitions,C.10.10.02.9,SAINT-OUEN,2021-09-03,50.0,50.0,0.0,['https://api.diag-it.fr/files/MaterialImage/48fa5e51-eced-420d-8611-a95278289905'],used,,,5.0,5.0,2023-09-24,FR,2.0,751.0,,,,,"{'score': 1.4726145991517114e-06, 'start': 109, 'end': 149, 'answer': ' Contacter le service client de cycle up'}",,,,,,,,,,,,,,,,,,,,,,,
344,541,541,4b955ce8-cb4e-4979-8802-188ecc2fc25a,Sèche-main,Sèche main électrique Master 2600w 230v 50hz,correct,bath_and_toilet_accessories,C.10.30.02.10,NANTES,2022-01-21,50.0,50.0,0.0,"['/upload/material/images/a7755cc5-3e7d-426d-b870-d0670cbeb3ad.jpeg', '/upload/material/images/29f008a9-aff8-423e-b3f6-98196f9df0b7.jpeg']",used,,,2.0,2.0,2022-10-03,FR,1.0,255.0,,,,,"{'score': 0.04915693402290344, 'start': 0, 'end': 28, 'answer': 'Sèche main électrique Master'}",,,,,,,,,,,,,,,,,,,,Sèche main électrique Master,,, 2600w
345,543,543,4bb54e6e-2dc3-481d-b147-a69c22e5fd76,Caisson d'extraction,"VMC simple flux tertiaire de la marque Aldes TVEC1 B1, de longueur de 100 cm, largeur de 80 cm et hauteur de 85 cm.",correct,air_handling_unit,D.30.40.08.3,PARIS-13E-ARRONDISSEMENT,2022-08-11,150.0,150.0,0.0,"['/upload/material/images/84335f02-d751-4139-a314-1ba7b90bdca1.jpeg', '/upload/material/images/9ade6e33-d940-4a5a-be41-9ba9d2ee709e.jpeg']",used,,,2.0,2.0,2023-09-24,FR,2.0,409.0,,,,,"{'score': 8.906155812837824e-07, 'start': 38, 'end': 54, 'answer': ' Aldes TVEC1 B1,'}",,,,,,,,,,,,,,,,,,,,VMC simple flux tertiaire,,,
346,544,544,4c057775-a02b-4cce-8ff2-790346325c31,Radiateur électrique,"Radiateur électrique en acier, de la marque Applimo, de hauteur de 43 cm, longueur de 58 cm et largeur de 11 cm.",correct,electronically_heat,D.30.50.02.3d,ORLEANS,2022-04-15,38.0,38.0,0.0,['/upload/material/images/f467d122-bbb0-4705-aef9-8d372a4561f4.jpeg'],used,,,4.0,4.0,2023-01-19,FR,1.0,279.0,,,,,"{'score': 0.0001705816830508411, 'start': 0, 'end': 30, 'answer': 'Radiateur électrique en acier,'}",,,,,,,,,,,,,,,,,,,,," acier,",,
347,545,545,4c0ab77e-7371-452d-9441-b441562da377,Porte levante,"Porte levante en acier. Porte de 3,13m*3,50m,",correct,lift_and_rolling_doors,B.20.30.04.4a,ARGENTEUIL,2022-06-23,300.0,300.0,0.0,['/upload/material/images/63892d47-0807-4bb1-b7d9-9ef682d5e867.jpeg'],used,,,2.0,2.0,2022-09-26,FR,1.0,95.0,,,,,"{'score': 2.0525574655039236e-05, 'start': 0, 'end': 23, 'answer': 'Porte levante en acier.'}",,,,,,,,,,,,,,,,,,,,Porte levante en acier., acier.," 3,13m*3,50m,",
348,546,546,4c1d8ef9-d7f5-417f-8f34-e04762a8041b,Perforé / type lame / type maille,Dalles de faux plafond- Alu,correct,gypsum_wallboard_ceiling_finishes,C.30.30.01.1b,PARIS-12E-ARRONDISSEMENT,2021-07-20,12.3,12.3,0.0,['/upload/material/images/a6a876c1-9c52-4a84-8030-4c21a8d1503b.JPG'],used,,,70.0,70.0,2022-08-30,FR,1.0,406.0,,,,,"{'score': 0.0017162893200293183, 'start': 0, 'end': 27, 'answer': 'Dalles de faux plafond- Alu'}",,,,,,,,,,,,,,,,,,,,Dalles de faux plafond- Alu, Alu,,
349,547,547,4c48fe9a-e9b7-421f-95e0-a70593758567,Main courante,Main courante ronde. 3 fixations. Légère courbe ~5°. Main courante seule en Acier inoxydable finition Peint,verygood,handrail,C.20.10.90.3a,RENNES,2022-07-15,20.0,20.0,0.0,['/upload/material/images/09271a7b-cbe4-47d2-9ede-59b046518ca0.jpeg'],used,,,11.0,11.0,2022-09-26,FR,1.0,73.0,,,,,"{'score': 8.347995753865689e-05, 'start': 75, 'end': 107, 'answer': ' Acier inoxydable finition Peint'}",,,,,,,,,,,,,,,,,,,,, Acier inoxydable,,
350,548,548,4c7fb7ab-90ff-43f9-9603-886d14e5b8e4,Distributeur de savon,"Distributeur de savon, de la marque Initial, en plastique blanc, de longueur de 12 cm, largeur de 10 cm et hauteur de 26 cm.",correct,bath_and_toilet_accessories,C.10.30.02.7,PARIS-13E-ARRONDISSEMENT,2022-08-11,10.0,10.0,0.0,['/upload/material/images/808111f5-0f6d-4477-9cab-c04008b76d19.jpg'],used,,,5.0,5.0,2023-05-04,FR,1.0,266.0,,,,,"{'score': 0.0006137641030363739, 'start': 35, 'end': 44, 'answer': ' Initial,'}",,,,,,,,,,,,,,,,,,,,"Distributeur de savon,",,,
351,550,550,4ca5ecbb-8b69-4d40-ab53-5015308b8844,Bureau,Bureau en bois massif finition du bois vernis et revêtement du plateau en cuir. Légèrement incurvé en partie avant et droit à l'arrière.,verygood,desc,E.20.20.10.2c,PARIS-8E-ARRONDISSEMENT,2022-05-17,120.0,120.0,0.0,"['/upload/material/images/0f3282e8-0d7b-448f-8170-52d567b09eb6.jpeg', '/upload/material/images/6e872b38-d9ac-42ca-89ca-83caa1c36696.jpeg', '/upload/material/images/61a8126c-3762-4537-b010-ef6efd6bcf31.jpeg']",used,,,1.0,1.0,2023-03-26,FR,1.0,313.0,,,,,"{'score': 6.3408292589883786e-06, 'start': 0, 'end': 21, 'answer': 'Bureau en bois massif'}",,,,,,,,,,,,,,,,,,,,Bureau, bois massif,,
352,552,552,4d1dd0b2-81c1-4fbe-a57e-8f3439d766f1,Porte simple manuelle,Porte simple manuelle en bois reconstitué.Sans bâti : 83*204.,correct,simple_solid_doors,C.10.20.01.1e,ARGENTEUIL,2022-06-23,50.0,50.0,0.0,"['/upload/material/images/2c74dd19-0db8-4905-a8e3-864a4ab85298.jpeg', '/upload/material/images/4870d05e-740e-4712-925b-bf02b9158f2c.jpeg']",used,,,5.0,5.0,2022-09-26,FR,1.0,95.0,,,,,"{'score': 0.00020523235434666276, 'start': 29, 'end': 51, 'answer': ' reconstitué.Sans bâti'}",,,,,,,,,,,,,,,,,,,,Porte simple manuelle, bois reconstitué.Sans, 83*204.,
353,553,553,4d2c4412-81f2-4601-a296-28f055c6450f,Accessoires cloison métal,Disponible immédiatement,verygood,demountable_partitions,C.10.10.02.9,SAINT-OUEN,2022-07-22,2.0,2.0,0.0,"['/upload/material/images/caf89f0a-42dc-4022-ac6d-77a49c732207.png', '/upload/material/images/82f35cb8-70d2-4f1a-9a7f-964aa40075dc.png']",used,,,92.0,92.0,2023-09-24,FR,2.0,429.0,,,,,"{'score': 0.006865722127258778, 'start': 0, 'end': 24, 'answer': 'Disponible immédiatement'}",,,,,,,,,,,,,,,,,,,,,,,
354,555,555,4d3637ba-b786-4f9c-9434-a55378320030,Porte-fenêtre PVC,"Porte-fenêtres double battant et double panneaux fixes + verre - dim. 3,20 x 2,45 m",correct,windows,B.20.20.01.3f,CHELLES,2022-05-23,100.0,100.0,0.0,"['/upload/material/images/47b8be47-010f-42e3-8e60-253de5b3e0ec.jpg', '/upload/material/images/d5628abd-7a5c-4a67-9173-0dfe75006fb3.jpg']",used,,,59.0,59.0,2022-08-31,FR,1.0,100.0,,,,,"{'score': 5.815003169118427e-05, 'start': 0, 'end': 14, 'answer': 'Porte-fenêtres'}",,,,,,,,,,,,,,,,,,,,Porte-fenêtres, verre," 3,20 x 2,45 m",
355,558,558,4dc11ec0-eba6-4c1d-b6e1-2d4c9129fbdc,Etagère murale fine en métal noir,quantité en nombre et non en m²,verygood,storage_unit,E.20.20.05.3b,SAINT-OUEN,2021-04-20,10.0,10.0,0.0,"['/upload/material/images/3ceeb7c7-a779-4ba6-ac4b-d47e844a42ad.JPG', '/upload/material/images/28999994-3eb9-4835-941f-fe9405153834.JPG', '/upload/material/images/1b7994d7-0ca1-440f-aca5-e476a0089b6d.JPG', '/upload/material/images/a81cd5ac-c39e-4c88-9e57-95b00fdaf334.JPG', '/upload/material/images/3bb36662-6bf3-42ee-9944-d89be383b4b6.JPG']",used,,,1.0,1.0,2023-09-24,FR,2.0,887.0,,,,,"{'score': 0.001226654858328402, 'start': 28, 'end': 31, 'answer': ' m²'}",,,,,,,,,,,,,,,,,,,,,,,
356,559,559,4df02cc9-2ef1-49ce-9d2a-9e45e5a0d69b,Applique murale,Applique murale,correct,lighting_general_equipment,D.50.20.02.1,ARGENTEUIL,2022-06-23,13.0,13.0,0.0,['/upload/material/images/ada676b0-5252-4104-bb3a-6470796ac53d.jpeg'],used,,,4.0,4.0,2022-09-26,FR,1.0,95.0,,,,,"{'score': 0.016188768669962883, 'start': 0, 'end': 15, 'answer': 'Applique murale'}",,,,,,,,,,,,,,,,,,,,Applique murale,,,
357,560,560,4df60be5-3bda-435c-86d0-d3c7076da067,Porte intérieure pleine,Porte en bois pleine avec laquage marron,verygood,simple_solid_doors,C.10.20.01.1d,CHAURAY,2022-03-08,60.0,60.0,0.0,"['/upload/material/images/cefeb215-d206-40d9-ba53-a134894a052c.png', '/upload/material/images/9e1115b7-4a01-4170-8514-77ffd9d18e1b.png']",used,,,23.0,23.0,2022-08-30,FR,1.0,175.0,,,,,"{'score': 0.001958510372787714, 'start': 0, 'end': 40, 'answer': 'Porte en bois pleine avec laquage marron'}",,,,,,,,,,,,,,,,,,,,, bois,,
358,562,562,4e2ab4f3-9ea1-4738-90d3-09dc5b3f2dd5,Applique murale,Hublot rond blanc,correct,lighting_general_equipment,D.50.20.02.1,CHATILLON,2022-07-06,10.0,10.0,0.0,['/upload/material/images/82c7b163-69a3-458a-ae96-6018e49935df.jpeg'],used,,,8.0,8.0,2023-02-21,FR,1.0,230.0,,,,,"{'score': 0.11144471168518066, 'start': 0, 'end': 17, 'answer': 'Hublot rond blanc'}",,,,,,,,,,,,,,,,,,,,Hublot rond blanc,,,
359,563,563,4e7b0151-a05b-49aa-8ac7-c64f7e031a35,Fenêtre double PVC,"Fenêtres double battant + verre - dim. 1,20 x 1,35 m",correct,windows,B.20.20.01.3f,CHELLES,2022-05-23,45.0,45.0,0.0,"['/upload/material/images/466a5d81-766d-48f9-b210-01a77bcfc72f.jpg', '/upload/material/images/58259429-8540-4dbf-a1dd-f6d63661a05a.jpg', '/upload/material/images/ab6a8991-e601-46b9-9a57-34c412ea97d3.jpg']",used,,,69.0,69.0,2022-08-31,FR,1.0,100.0,,,,,"{'score': 0.0003728055744431913, 'start': 0, 'end': 31, 'answer': 'Fenêtres double battant + verre'}",,,,,,,,,,,,,,,,,,,,Fenêtres double battant + verre,," 1,20 x 1,35 m",
360,565,565,4e8f2218-21af-46ce-9f09-aed57cc1a5fe,Réglette,Reglette lumineuse étanche,correct,lighting_general_equipment,D.50.20.02.12,CHATILLON,2022-07-06,10.0,45.0,35.0,['/upload/material/images/d524fd89-1192-42d3-a00e-2d632c593d68.jpeg'],used,,,13.0,13.0,2023-02-21,FR,1.0,230.0,,,,,"{'score': 0.00022741728753317147, 'start': 0, 'end': 26, 'answer': 'Reglette lumineuse étanche'}",,,,,,,,,,,,,,,,,,,,Reglette lumineuse étanche, étanche,,
361,566,566,4eabe565-d735-48fa-955d-82afd5bfe2ba,"Pommeau, colonne de douche",Ensemble mitigeur de douche + colonne + pommeau en acier inoxydable de marque GROHE.,correct,other_plumbing_fixture,D.20.10.01.4,AUBERVILLIERS,2021-11-02,18.0,18.0,0.0,"['/upload/material/images/56df4ce7-708e-47ee-80c0-e93f90a73a1c.jpeg', '/upload/material/images/7d2180ba-3169-4da2-91bc-bf7c5ab9917f.jpeg', '/upload/material/images/cc0c3a7d-e0d0-449f-86a7-847685a19c0b.jpeg', '/upload/material/images/559f4c88-7be0-41cf-9748-e9cf4728989b.jpeg']",used,,,2.0,2.0,2022-08-30,FR,1.0,301.0,,,,,"{'score': 0.042514413595199585, 'start': 77, 'end': 84, 'answer': ' GROHE.'}",,,,,,,,,,,,,,,,,,,, mitigeur de douche, acier inoxydable,,
362,569,569,4f036fdb-6072-4463-907b-f69e341facab,Radiateur à eau en Acier,Radiateur à eau en Acier de marque Acova,correct,electronically_heat,D.30.50.02.2a,RENNES,2022-07-18,62.0,62.0,0.0,"['/upload/material/images/c2b027d9-3dd7-46cf-8cc3-6bbdeb7ee4f7.jpeg', '/upload/material/images/4bf3f6da-73ab-49e2-9d12-1b652f12139c.jpeg', '/upload/material/images/3b323a5e-d7c6-46c2-9fcf-bd933c6dcfd3.jpeg']",used,,,4.0,4.0,2022-09-26,FR,1.0,70.0,,,,,"{'score': 0.027454612776637077, 'start': 0, 'end': 24, 'answer': 'Radiateur à eau en Acier'}",,,,,,,,,,,,,,,,,,,,, Acier,,
363,570,570,4f78c930-eba1-43bd-a06a-7a80129c3c2c,Vitre à motifs,Il est possible de compléter avec des produits neufs et des montants de cloisons auprès de notre fournisseur. Contacter le service client de cycle up pour plus de détails.,verygood,demountable_partitions,C.10.10.02.9,SAINT-OUEN,2022-04-14,75.0,75.0,0.0,['/upload/material/images/4a8ac3eb-c369-47d7-8385-dac45f7f0847.jpeg'],used,,,2.0,2.0,2023-09-24,FR,2.0,528.0,,,,,"{'score': 1.4726145991517114e-06, 'start': 109, 'end': 149, 'answer': ' Contacter le service client de cycle up'}",,,,,,,,,,,,,,,,,,,,,,,
364,571,571,4f81e7fe-17fb-4005-ad20-b35064467ad8,Interrupteur,Interrupteur de la marque bticino. Différents modèles et tailles disponibles.,verygood,wires_connections,D.50.20.01.2,PARIS-8E-ARRONDISSEMENT,2022-05-17,7.0,7.0,0.0,"['/upload/material/images/a53ee7e0-c9cf-4035-a9df-3b437ddf1cc6.jpeg', '/upload/material/images/1e2b8666-8c9d-4316-9f71-4089e5fc81c8.jpeg']",used,,,7.0,7.0,2022-09-26,FR,1.0,132.0,,,,,"{'score': 0.05762679874897003, 'start': 25, 'end': 34, 'answer': ' bticino.'}",,,,,,,,,,,,,,,,,,,,Interrupteur,,,
365,572,572,4f8b8c56-1170-4fa1-8e46-2611b1b82e7c,Poignée de porte aluminium,Poignée de porte palière aluminium. Variations de marque et dimensions possibles,correct,door_hardware,C.10.20.07.5,CHATEAUROUX,2022-07-26,15.0,15.0,0.0,"['/upload/material/images/a701b383-4623-481b-bc97-059f018557c7.png', '/upload/material/images/f9a5b54b-382c-4002-9aa0-6deb222980ab.png']",used,,,42.0,42.0,2022-11-30,FR,1.0,127.0,,,,,"{'score': 0.0010919672204181552, 'start': 0, 'end': 35, 'answer': 'Poignée de porte palière aluminium.'}",,,,,,,,,,,,,,,,,,,,Poignée de porte palière aluminium., aluminium.,,
366,574,574,4fa115a9-4be6-4d5a-8994-57f6131f5a07,Pompe à chaleur,Pompe à chaleur (air-eau) de la marque LG,correct,other_production_of_heat,D.30.20.90.7a,ORLEANS,2022-04-15,190.0,190.0,0.0,['/upload/material/images/3271cfcc-ec95-48d0-84c7-5bd49c8148c8.jpeg'],used,,,1.0,1.0,2023-01-19,FR,1.0,279.0,,,,,"{'score': 0.008164861239492893, 'start': 38, 'end': 41, 'answer': ' LG'}",,,,,,,,,,,,,,,,,,,,Pompe à chaleur (air-eau), (air-eau),, (air-eau)
367,576,576,4fdfe13b-7afd-48ec-b36f-238247465e32,"Fenêtre double, double vitrage","Fenêtre double, double vitrage avec cadre bois avec quatre ouvrants et quatre panneaux fixes. Quincaillerie : crémone classique.",correct,windows,B.20.20.01.4c,PARIS-8E-ARRONDISSEMENT,2022-05-17,151.67,151.67,0.0,"['/upload/material/images/5dfabce3-469f-4b08-8d3e-73efbc6fd57c.jpeg', '/upload/material/images/8ba66af1-e866-4b42-b915-629b2746b440.jpeg', '/upload/material/images/d027d0fa-c675-4002-98ca-ae0b0ffd22e6.jpeg']",used,,,1.0,1.0,2022-10-03,FR,1.0,139.0,,,,,"{'score': 2.8239184757694602e-05, 'start': 0, 'end': 46, 'answer': 'Fenêtre double, double vitrage avec cadre bois'}",,,,,,,,,,,,,,,,,,,,, double vitrage,,
368,577,577,504af43c-c4f7-4d18-92bd-30c624ec5d2a,Grille d'eau pluviale en fonte,"Grilles d'eau pluviale en fonte, avec son cadre. 
Dimensions : 55 x 55cm
Existe aussi en 60x60 et 50x50",verygood,storm_drainage_equipment,D.20.40.02,CRAS,2020-12-01,30.0,30.0,0.0,"['/upload/material/images/a30083ae-5c21-44a7-8229-78d352aeb16a.jpg', '/upload/material/images/8a7f1c18-641e-42ba-a387-3695ebfbc446.jpg']",used,,,2.0,2.0,2023-09-24,FR,2.0,1027.0,,,,,"{'score': 6.193583885760745e-06, 'start': 0, 'end': 32, 'answer': ""Grilles d'eau pluviale en fonte,""}",,,,,,,,,,,,,,,,,,,,," fonte,", 55 x 55cm,
369,578,578,50687017-38ac-44fe-827c-de01c369fe9c,Autre garde corps,Garde-corps métallique,correct,guardrail_barrier,G.20.30.04.3,CHATILLON,2022-07-06,10.0,0.0,-10.0,['/upload/material/images/53a0a7d8-7f75-4598-aa09-1c4bc75e16ae.jpeg'],used,,,18.0,1.0,2023-09-24,FR,2.0,445.0,,,,,"{'score': 0.10494290292263031, 'start': 0, 'end': 22, 'answer': 'Garde-corps métallique'}",,,,,,,,,,,,,,,,,,,,Garde-corps métallique, métallique,,
