,Unnamed: 0,Title,Condition,eBKP_H,eBKP_H_EN,MateriuumCategory,Category,Category_1,Subcategory,Description,Material,Length,Width,Height,Diameter,Weight,Color,Energy_Efficiency,Availability,FirstPrice,PriceOnDemand,Quantity,Saved,LastPrice,LastUpOn,PriceChange,Sold,SoldAfter,Location,Provider,Store,ID,Country,Language,Imagefile,URL,eBKP_H_Generalized,ElementType,Price,Stock,Dimensions,material,dim,quantity_n
1202,1202,Balkontüre 1-Flügelig,used & cleaned,['Sonstiges'],,,Gebäudehülle & Konstruktion,Fenster,Fenster,"Artikelnr: 90017

Hersteller: EgoKiefer
Rahmenprofil: Kunststoff
Farbe: weiss
Verglasung: 2-fach
Anschlag: Drehbar
Montagelöcher und Wetterschenkel vorhanden

Rahmenmass: B 102.2cm x H 215.5cm x T/D 7.5cm
Lichtmass: B 87cm x H 198cm",,,,,,,,,30.05.2022,299.0,,,1970-01-01,299.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,"Brügg, 2555",,useagain,90017,CH,de,,https://www.useagain.ch/de/balkontuere-1-fluegelig-90017,,single leaf glass door,,,,"{'score': 0.9550107717514038, 'start': 56, 'end': 67, 'answer': ' Kunststoff'}","{'score': 0.04025094583630562, 'start': 179, 'end': 201, 'answer': ' B 102.2cm x H 215.5cm'}","{'score': 0.00022736044775228947, 'start': 166, 'end': 179, 'answer': '\r\nRahmenmass:'}"
1203,1203,Fenster 2-Flügelig,used,['Sonstiges'],,,Gebäudehülle & Konstruktion,Fenster,Fenster,"Artikelnr: 90013

Rahmenprofil: Kunststoff
Farbe: weiss
Anschlag: Drehbar ohne Stulp
Verglasung: 2-fach
Montagelöcher vorhanden
Zustand: Allgm.Gebrauchsspuren
Rahmenmass: B 113.5cm x H 92.5cm x T/D 5.8cm
Lichtmass: B 97.5cm x H 73cm
ohne Wetterschenkel
Fenstergriff mit Schloss, jedoch ohne Schlüssel",,,,,,,,,30.05.2022,150.0,,,1970-01-01,150.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,"Brügg, 2555",,useagain,90013,CH,de,,https://www.useagain.ch/de/fenster-2-fluegelig-90013,,double leaf window,,,,"{'score': 0.9732182025909424, 'start': 33, 'end': 44, 'answer': ' Kunststoff'}","{'score': 0.02858646959066391, 'start': 178, 'end': 199, 'answer': ' B 113.5cm x H 92.5cm'}","{'score': 0.0005526607856154442, 'start': 165, 'end': 178, 'answer': '\r\nRahmenmass:'}"
1204,1204,Fenster aus Kunststoff doppeltverglast,,['Sonstiges'],,,Gebäudehülle & Konstruktion,Fenster,Fenster,Müssen alle im gesammtpaket mitgenommen werden.,Glass,,,,,,,,,0.0,,,1970-01-01,0.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,"Rothrist, 4852",,useagain,83097,CH,de,,https://www.useagain.ch/de/fenster-aus-kunststoff-doppeltverglast-83097,,window,,,,"{'score': 0.00484163174405694, 'start': 0, 'end': 27, 'answer': 'Müssen alle im gesammtpaket'}","{'score': 0.00702922185882926, 'start': 0, 'end': 27, 'answer': 'Müssen alle im gesammtpaket'}","{'score': 0.18216030299663544, 'start': 6, 'end': 27, 'answer': ' alle im gesammtpaket'}"
1205,1205,Glasfront - Upcycling,used & cleaned,"['C01.01', 'E02.01', 'G04.01', 'G04.02', 'Sonstiges']",Ceiling coverings,,Gebäudehülle & Konstruktion,Konstruktion & Dächer,Zubehör,"Holzrahmen mit Glasfront (einfach verglast)

Artikelnr: 111413",Glass,,,,,,,,31.05.2022,250.0,,,1970-01-01,250.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,"Münchenstein, 4142",,useagain,82898,CH,de,,https://www.useagain.ch/de/glasfront-upcycling-82898,G04,,,,,"{'score': 0.8774217963218689, 'start': 0, 'end': 10, 'answer': 'Holzrahmen'}","{'score': 0.004043435677886009, 'start': 0, 'end': 43, 'answer': 'Holzrahmen mit Glasfront (einfach verglast)'}","{'score': 0.0003756249789148569, 'start': 57, 'end': 64, 'answer': ' 111413'}"
1206,1206,Glasfront - Upcycling,used & cleaned,"['C01.01', 'E02.01', 'G04.01', 'G04.02', 'Sonstiges']",Ceiling coverings,,Gebäudehülle & Konstruktion,Konstruktion & Dächer,Zubehör,"Holzrahmen mit Glasfront (einfach verglast)
Artikelnr: 111412",Glass,,,,,,,,31.05.2022,350.0,,,1970-01-01,350.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,"Münchenstein, 4142",,useagain,82897,CH,de,,https://www.useagain.ch/de/glasfront-upcycling-82897,G04,,,,,"{'score': 0.8751806020736694, 'start': 0, 'end': 10, 'answer': 'Holzrahmen'}","{'score': 0.003957854583859444, 'start': 0, 'end': 43, 'answer': 'Holzrahmen mit Glasfront (einfach verglast)'}","{'score': 0.0003543179191183299, 'start': 55, 'end': 62, 'answer': ' 111412'}"
1207,1207,2-Flügel Fenster,,['Sonstiges'],,,Gebäudehülle & Konstruktion,Fenster,Fenster,"Material: Kunststoff
Farbe: Weiss
Art: Doppelverglasung
Fenster mit Rahmen
Ohne Fenstergriff
Tiefe: 5.5 cm",Glass,,,,,,,,21.06.2022,150.0,,,1970-01-01,150.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,"Zug, 6300",,useagain,82773,CH,de,,https://www.useagain.ch/de/2-fluegel-fenster-82773,,double leaf window,,,,"{'score': 0.9952530860900879, 'start': 9, 'end': 20, 'answer': ' Kunststoff'}","{'score': 0.19624760746955872, 'start': 96, 'end': 111, 'answer': '\r\nTiefe: 5.5 cm'}","{'score': 0.00012047449126839638, 'start': 104, 'end': 111, 'answer': ' 5.5 cm'}"
1208,1208,1-Flügel Fenster,,['Sonstiges'],,,Gebäudehülle & Konstruktion,Fenster,Fenster,"Material: Holz
Farbe: Weiss
Art: Doppelverglasung
Fenster mit Rahmen
inkl. Fenstergriff
Tiefe: 8 cm",Glass,,,,,,,,21.06.2022,300.0,,,1970-01-01,300.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,"Zug, 6300",,useagain,82743,CH,de,,https://www.useagain.ch/de/1-fluegel-fenster-82743,,single leaf window,,,,"{'score': 0.9948114156723022, 'start': 9, 'end': 14, 'answer': ' Holz'}","{'score': 0.4094543755054474, 'start': 91, 'end': 104, 'answer': '\r\nTiefe: 8 cm'}","{'score': 1.884618541225791e-05, 'start': 91, 'end': 104, 'answer': '\r\nTiefe: 8 cm'}"
1209,1209,2-Flügel Fenster,,['Sonstiges'],,,Gebäudehülle & Konstruktion,Fenster,Fenster,"Material: Kunststoff
Farbe: Weiss
Funktion: 1-Seite Kippfenster 
Art: Doppelverglasung
Fenster mit Rahmen
Ohne Fenstergriff
Tiefe: 5.5 cm

Alle angegebenen Masse sind ca. Masse. Gerne können Sie die Artikel persönlich vor Ort in unserem Laden besichtigen.",Glass,,,,,,,,21.06.2022,300.0,,,1970-01-01,300.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,"Zug, 6300",,useagain,82733,CH,de,,https://www.useagain.ch/de/2-fluegel-fenster-82733,,double leaf window,,,,"{'score': 0.9949512481689453, 'start': 9, 'end': 20, 'answer': ' Kunststoff'}","{'score': 0.12511152029037476, 'start': 174, 'end': 185, 'answer': ' ca. Masse.'}","{'score': 0.20247334241867065, 'start': 174, 'end': 185, 'answer': ' ca. Masse.'}"
1210,1210,Fenster 2-Flügelig ohne Stulp,,['Sonstiges'],,,Gebäudehülle & Konstruktion,Fenster,Fenster,"Hersteller: EgoKiefer
Rahmenprofil: Kunststoff
Verglasung: 3-fach
Anschlag: Dreh-kipp-rechts
Rahmenverbreiterung: oben
Linkeseite: Montageloch für Kurbelstange
Wetterschenkel vorhanden
Fenster wurde mit Rahmenverbreiterung gemessen!

Detailmasse:

Rahmenmass: B 164.5cm x H 130.5cm x T/D 7cm
Lichtmass: B 146cm x H 112.5cm
Rahmenverbreiterung: B 164.5cm x H 15cm x T/D 7cm",Glass,,,,,,,,,300.0,,,1970-01-01,300.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,"Brügg, 2555",,useagain,82682,CH,de,,https://www.useagain.ch/de/fenster-2-fluegelig-ohne-stulp-82682,,double leaf window,,,,"{'score': 0.8679637312889099, 'start': 36, 'end': 47, 'answer': ' Kunststoff'}","{'score': 0.020338911563158035, 'start': 257, 'end': 292, 'answer': '\r\nRahmenmass: B 164.5cm x H 130.5cm'}","{'score': 0.0001109246295527555, 'start': 257, 'end': 270, 'answer': '\r\nRahmenmass:'}"
1211,1211,Biberschwanz Ziegel glasiert,used & cleaned,"['F01.02', 'F01.03', 'F01.04']",Roof coverings,,Gebäudehülle & Konstruktion,Konstruktion & Dächer,Dachhaut,"grösserer Posten Biberschwanzziegel, rot glasiert 
Breite 18.5cm, Länge 38 cm zu 80 Rappen/Stück oder Angebot machen
gereinigt
Standort Rheineck, gute Zufahrt",Glass,,,,,,,,25.05.2022,0.0,,,1970-01-01,0.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,"Teufen AR, 9053",,useagain,82664,CH,de,,https://www.useagain.ch/de/biberschwanz-ziegel-glasiert-82664,F01,glass brick,,,,"{'score': 0.6114146113395691, 'start': 16, 'end': 36, 'answer': ' Biberschwanzziegel,'}","{'score': 0.16976428031921387, 'start': 50, 'end': 78, 'answer': '\r\nBreite 18.5cm, Länge 38 cm'}","{'score': 0.7348436117172241, 'start': 81, 'end': 97, 'answer': ' 80 Rappen/Stück'}"
1212,1212,Sprossenfenster 1-Flügel,,['Sonstiges'],,,Gebäudehülle & Konstruktion,Fenster,Fenster,"Profil: Holz
Farbe: braun lackiert
Fensterglas: 2 einzelne Glasscheiben, 2-fach Verglasung
Fensteranschlag: links
Sprossen: Horizontal an Rückseite aussenliegend
Mit und ohne Wetterschenkel
Montagelöcher vorhanden
Zustand: 1 Fenster mit Abnutzungen an Flügel siehe Photo
Allgm. Gebrauchsspuren

Lichtmass: B 78cm x H 94cm",Glass,,,,,,,,,180.0,,,1970-01-01,180.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,"Brügg, 2555",,useagain,82488,CH,de,,https://www.useagain.ch/de/sprossenfenster-1-fluegel-82488,,single leaf window,,,,"{'score': 0.922276496887207, 'start': 7, 'end': 12, 'answer': ' Holz'}","{'score': 0.6633210182189941, 'start': 315, 'end': 331, 'answer': ' B 78cm x H 94cm'}","{'score': 0.0023334308061748743, 'start': 49, 'end': 74, 'answer': ' 2 einzelne Glasscheiben,'}"
1213,1213,Holzfenster,mixed,['Sonstiges'],,,Gebäudehülle & Konstruktion,Fenster,Fenster,"mit Rahmen
Sprossenfenster
3-fach Verglasung
ohne Fenstergriffe",Wood,,,,,,,,,250.0,,,1970-01-01,250.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,"Zürich, 8050",,useagain,82437,CH,de,,https://www.useagain.ch/de/holzfenster-82437,,window,,,,"{'score': 2.4377366571570747e-05, 'start': 27, 'end': 46, 'answer': '\r\n3-fach Verglasung'}","{'score': 0.00010488371481187642, 'start': 0, 'end': 27, 'answer': 'mit Rahmen\r\nSprossenfenster'}","{'score': 2.979187593155075e-05, 'start': 27, 'end': 35, 'answer': '\r\n3-fach'}"
1214,1214,Lamellenstoren von Hartmann,,['E03.04'],"Sunshading, weather protection",,Gebäudehülle & Konstruktion,Fenster,Läden & Storen,"3 Stk Lamellenstoren von Hartmann, gebraucht, ink. Kurbel, Montageklammern und Schienen",Metal,,,,,,,,,50.0,,,1970-01-01,50.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,"Bassersdorf, 8303",,useagain,82400,CH,de,,https://www.useagain.ch/de/lamellenstoren-von-hartmann-82400,E03.04,Venetian blinds,,,,"{'score': 0.7887263894081116, 'start': 5, 'end': 20, 'answer': ' Lamellenstoren'}","{'score': 0.004527455195784569, 'start': 0, 'end': 34, 'answer': '3 Stk Lamellenstoren von Hartmann,'}","{'score': 0.46367308497428894, 'start': 0, 'end': 1, 'answer': '3'}"
1215,1215,Holz Metallfenster 2 Flüglig Jg 2001,mixed,['Sonstiges'],,,Gebäudehülle & Konstruktion,Fenster,Fenster,"sehr gut erhaltenes Holz/Metallfenster , 2 Flüglig, JG 2001; DK: re, 
RahmenaussenMasse: H:  127cm; B: 119cm
Nr intern 1630 A,",Wood,,,,,,,,16.06.2022,325.0,,,1970-01-01,325.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,,,useagain,82366,CH,de,,https://www.useagain.ch/de/holz-metallfenster-2-flueglig-jg-2001-82366,,double leaf window,,,,"{'score': 0.4173423647880554, 'start': 19, 'end': 38, 'answer': ' Holz/Metallfenster'}","{'score': 0.2304801642894745, 'start': 89, 'end': 109, 'answer': ' H:  127cm; B: 119cm'}","{'score': 0.025796422734856606, 'start': 40, 'end': 51, 'answer': ' 2 Flüglig,'}"
1216,1216,Holzofen von AGA,used & cleaned,"['D05.02', 'D05.05']",Heating installations,,Gebäudetechnik & Sanitär,"Heizung, Klima & Lüftung",Öfen & Cheminées,"schöner emaillierter Holzofen von AGA, rel schwer, Türschrnier wurde geflickt (-&gt; s. letztes Foto), ev auch Kohleofen?, Rauchrohrdurchmesser: 10.5cm, wir haben viele neue ( ab u zu auch gebrauchte) Rauchrohre an Lager u können alle innert weniger Tage bestellen",Stone,50,39,97,,,,,,325.0,,,1970-01-01,325.0,2023-09-25 00:00:00.000,0.0,1.0,265.0,,,useagain,77283,CH,de,20131030_083236_570x570.jpg,https://www.useagain.ch/de/holzofen-von-aga-77283,D05,wood stove,,,,"{'score': 0.1999082863330841, 'start': 20, 'end': 29, 'answer': ' Holzofen'}","{'score': 0.0015978552401065826, 'start': 122, 'end': 152, 'answer': ' Rauchrohrdurchmesser: 10.5cm,'}","{'score': 3.003240271937102e-05, 'start': 229, 'end': 264, 'answer': ' alle innert weniger Tage bestellen'}"
1217,1217,Wasserwärmer,"used, cleaned & tested","['D05.04', 'D06.04', 'D10.01', 'D10.02', 'D10.03', 'D10.04', 'D10.05', 'Sonstiges']",Gas installations,,Gebäudetechnik & Sanitär,"Heizung, Klima & Lüftung",Zubehör,"Produkte-Nr. 2686
Wandboiler, Jahrgang 2008
100 Liter
230 V / 400 V",Mixed,49,51,103,,,,,06.09.2022,450.0,,,1970-01-01,125.0,1970-01-01 00:00:00.000,-325.0,1.0,271.0,"Zürich, 8050",,useagain,83193,CH,de,2686_1_570x570.jpg,https://www.useagain.ch/de/wasserwaermer-83193,D10,,,,,"{'score': 1.0962811103354397e-07, 'start': 17, 'end': 43, 'answer': '\nWandboiler, Jahrgang 2008'}","{'score': 0.023659003898501396, 'start': 43, 'end': 53, 'answer': '\n100 Liter'}","{'score': 0.9640068411827087, 'start': 43, 'end': 53, 'answer': '\n100 Liter'}"
1218,1218,Holz Zarge PortaLit,mixed,['J02.03'],Movable equipment,,Ausbau,Möbel & Einrichtungen,Zubehör,"ES242
Wandstärke 14,5 cm
DIN Rechts
Siehe Foto",Wood,,,,,,,,03.06.2022,30.0,,,1970-01-01,30.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,"Zug, 6300",,useagain,80081,CH,de,,https://www.useagain.ch/de/holz-zarge-portalit-80081,J02.03,door frame,,,,"{'score': 0.41198548674583435, 'start': 0, 'end': 5, 'answer': 'ES242'}","{'score': 0.01616641879081726, 'start': 17, 'end': 25, 'answer': ' 14,5 cm'}","{'score': 0.272428959608078, 'start': 0, 'end': 5, 'answer': 'ES242'}"
1219,1219,Konvektoren Gitter,like new,"['D05.04', 'D06.04', 'D10.01', 'D10.02', 'D10.03', 'D10.04', 'D10.05', 'Sonstiges']",Gas installations,,Gebäudetechnik & Sanitär,"Heizung, Klima & Lüftung",Zubehör,"Material: Aluminium

Artikelnr: 111223",Metal,23,134,"2,5",,,,,01.06.2022,14.0,,,1970-01-01,14.0,2023-09-25 00:00:00.000,0.0,1.0,265.0,"Münchenstein, 4142",,useagain,82880,CH,de,dsc00976_%281%29_570x570.jpg,https://www.useagain.ch/de/konvektoren-gitter-82880,D10,radiator,,,,"{'score': 0.9944853186607361, 'start': 9, 'end': 19, 'answer': ' Aluminium'}","{'score': 0.08093094080686569, 'start': 9, 'end': 19, 'answer': ' Aluminium'}","{'score': 0.0015546380309388041, 'start': 9, 'end': 19, 'answer': ' Aluminium'}"
1220,1220,Heizungspumpe Grundfos MAGNA 40-100 F220,used & cleaned,"['D05.04', 'D06.04', 'D10.01', 'D10.02', 'D10.03', 'D10.04', 'D10.05', 'Sonstiges']",Gas installations,,Gebäudetechnik & Sanitär,"Heizung, Klima & Lüftung",Zubehör,Heizungspumpe Grundfos für MFH; MAGNA 40 - 100 F 220,Mixed,,,,,,,,,275.0,,,1970-01-01,275.0,2023-09-25 00:00:00.000,0.0,1.0,265.0,,,useagain,77905,CH,de,20190109_090358_570x570.jpg,https://www.useagain.ch/de/heizungspumpe-grundfos-magna-40-100-f220-77905,D10,heating,,,,"{'score': 0.02622140944004059, 'start': 31, 'end': 52, 'answer': ' MAGNA 40 - 100 F 220'}","{'score': 0.27610480785369873, 'start': 37, 'end': 52, 'answer': ' 40 - 100 F 220'}","{'score': 0.3205391466617584, 'start': 48, 'end': 52, 'answer': ' 220'}"
1221,1221,Holz Zarge PortaLit,mixed,['J02.03'],Movable equipment,,Ausbau,Möbel & Einrichtungen,Zubehör,"ES242
Wandstärke 18,5 cm
DIN Links
Siehe Foto",Wood,,,,,,,,13.06.2022,30.0,,,1970-01-01,30.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,"Zug, 6300",,useagain,80079,CH,de,,https://www.useagain.ch/de/holz-zarge-portalit-80079,J02.03,door frame,,,,"{'score': 0.05255085602402687, 'start': 0, 'end': 5, 'answer': 'ES242'}","{'score': 0.013966220431029797, 'start': 17, 'end': 25, 'answer': ' 18,5 cm'}","{'score': 0.234490767121315, 'start': 0, 'end': 5, 'answer': 'ES242'}"
1222,1222,Glaskeamik von Bosch BJ März 2012,mixed,['H03.05'],"Catering kitchens: control fittings, appliances",,Ausbau,Küchen & Gastronomie,Apparate & Geräte,"Einbauglaskeramik  Tiptronic, für in Steinabdeckung - flächenbündig ( war in Ausstellungsküche - nie benützt) von Bosch: PKN601N14C (NP 1424.-- im März 2012), inkl.   die angegebenen Masse sind Rahmenaussenmasse, Ausschnitt:",Glass,,,,,,,,,475.0,,,1970-01-01,475.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,,,useagain,79268,CH,de,,https://www.useagain.ch/de/glaskeamik-von-bosch-bj-maerz-2012-79268,H03.05,,,,,"{'score': 0.03674587607383728, 'start': 0, 'end': 17, 'answer': 'Einbauglaskeramik'}","{'score': 4.4604868776332296e-07, 'start': 193, 'end': 212, 'answer': ' Rahmenaussenmasse,'}","{'score': 4.192171672912082e-06, 'start': 158, 'end': 212, 'answer': ' inkl.   die angegebenen Masse sind Rahmenaussenmasse,'}"
1223,1223,Stuhl EMBRU,"used, cleaned & tested",,,,Ausbau,Möbel & Einrichtungen,Möbel,Sitzhöhe verstellbar von 43-63cm,,,,,,,,,09.08.2022,20.0,,,1970-01-01,20.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,"Zürich, 8050",,useagain,79202,CH,de,,https://www.useagain.ch/de/stuhl-embru-79202,,chair,,,,"{'score': 0.00031640962697565556, 'start': 24, 'end': 32, 'answer': ' 43-63cm'}","{'score': 0.37143686413764954, 'start': 24, 'end': 32, 'answer': ' 43-63cm'}","{'score': 0.0009102138574235141, 'start': 24, 'end': 32, 'answer': ' 43-63cm'}"
1224,1224,Boden/-Wandfliesen 60x60,,,,,Ausbau,Boden - & Wandbeläge,Steinbeläge,"Hersteller: Sirli Teknik Granit QUA
Modell: Sg Luna
Farbe: Mid Grey/Matt
Material: Naturstein, Granit
Verwendungszweck: Boden, Wände, Innen und Aussenbereich
Frost Resistent
Anzahl Platten: 16
Gesamtfläche: 5.76mÂ²
Für genauere Infos besuchen Sie doch die Herstellerseite oder Rufen uns an.
http://www.qua.com.tr/arama/Luna",Stone,,,,,,,,,175.0,,,1970-01-01,175.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,"Brügg, 2555",,useagain,78533,CH,de,,https://www.useagain.ch/de/boden-wandfliesen-60x60-78533,,tiles,,,,"{'score': 0.36064642667770386, 'start': 85, 'end': 97, 'answer': ' Naturstein,'}","{'score': 0.00048646266805008054, 'start': 213, 'end': 221, 'answer': ' 5.76mÂ²'}","{'score': 0.7927156686782837, 'start': 195, 'end': 198, 'answer': ' 16'}"
1225,1225,Glaskeramikkochfeld (Bauknecht),mixed,['H03.05'],"Catering kitchens: control fittings, appliances",,Ausbau,Küchen & Gastronomie,Apparate & Geräte,"Glaskeramikkochfeld ohne Steuerung

Hersteller: Bauknecht
Typ/Modell: 795 / EKA 3482-1 li
Jahrgang: 1999
Umrandung: Chromstahlrahmen leichte Kratzer
4 Kochfelder, 1 Wärmhaltefeld
Touchfunktion nur für Wärmhaltefunktion
Masse: B 79cm x T 54.5cm x H 4.2cm
Einbaumasse: B 75cm x T 49cm x H 4cm",Glass-ceramics,,,,,,,,,100.0,,,1970-01-01,100.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,"Brügg, 2555",,useagain,76251,CH,de,,https://www.useagain.ch/de/glaskeramikkochfeld-bauknecht-76251,H03.05,glass ceramic hob,,,,"{'score': 0.09881187975406647, 'start': 120, 'end': 137, 'answer': ' Chromstahlrahmen'}","{'score': 0.8268378973007202, 'start': 233, 'end': 261, 'answer': ' B 79cm x T 54.5cm x H 4.2cm'}","{'score': 0.13593706488609314, 'start': 153, 'end': 156, 'answer': '\r\n4'}"
1226,1226,Glaskeramikkochfeld Therma,mixed,['H03.05'],"Catering kitchens: control fittings, appliances",,Ausbau,Küchen & Gastronomie,Apparate & Geräte,"Typ: Classic
Mit bedienungsteile Typ: ERE-S4F 
Mass: 56x19x12
Ohne Steuerung (Ein Schaltkasten ist nicht im Verkauf enthalten).",Glass-ceramics,,,,,,,,,200.0,,,1970-01-01,200.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,"Zug, 6300",,useagain,76123,CH,de,,https://www.useagain.ch/de/glaskeramikkochfeld-therma-76123,H03.05,glass ceramic hob,,,,"{'score': 2.9067031448448688e-08, 'start': 38, 'end': 46, 'answer': ' ERE-S4F'}","{'score': 0.362056702375412, 'start': 54, 'end': 63, 'answer': ' 56x19x12'}","{'score': 0.006145036313682795, 'start': 54, 'end': 63, 'answer': ' 56x19x12'}"
1227,1227,Rasengittersteine QUADRO,like new,"['G02.02', 'G03.02']",Building fit-out,,Ausbau,Boden - & Wandbeläge,Steinbeläge,"ökologische Rasengittersteine, Posten von 27 m2 (100 Steine) 58x47x10 cm, neu ab Lager, zum Abholen vor Ort",Stone,,,,,,,,,600.0,,,1970-01-01,600.0,2023-09-25 00:00:00.000,0.0,1.0,265.0,"Sutz, 2572",,useagain,82478,CH,de,mtex_16431_570x570.jpg,https://www.useagain.ch/de/rasengittersteine-quadro-82478,G,grid,,,,"{'score': 0.5708205699920654, 'start': 0, 'end': 30, 'answer': 'ökologische Rasengittersteine,'}","{'score': 0.6858551502227783, 'start': 60, 'end': 73, 'answer': ' 58x47x10 cm,'}","{'score': 0.7796943783760071, 'start': 47, 'end': 52, 'answer': ' (100'}"
1228,1228,schwere eher schmale Abtrenntüre,used & cleaned,['G01.05'],Internal pedestrian doors,,Ausbau,Türen & Tore,Innentüren,"schwere eher schmale Abtrenntüre, mit Rahmen; Band: rechts; für Kabazylinder (ohne Schlüssel), Rahmenaussenmasse: H:218cm, B: 88cm,bitte beachten Sie, dass dieses Bauteil extern im unbedienten Lager steht -&gt; bitte unbedingt 1 Tag vor Abholung/ Besichtigung mit uns Kontakt aufnehmen",Mixed,,76,210,,,,,,325.0,,,1970-01-01,325.0,1970-01-01 00:00:00.000,0.0,1.0,265.0,,,useagain,78922,CH,de,20180705_113551_570x570.jpg,https://www.useagain.ch/de/schwere-eher-schmale-abtrenntuere-78922,G01.05,interior doors,,,,"{'score': 1.8204386833531316e-06, 'start': 0, 'end': 7, 'answer': 'schwere'}","{'score': 0.013749373145401478, 'start': 113, 'end': 136, 'answer': ' H:218cm, B: 88cm,bitte'}","{'score': 4.802620310329075e-07, 'start': 125, 'end': 136, 'answer': ' 88cm,bitte'}"
1229,1229,gest. Kastenfront JG 1906,used & cleaned,['G01.05'],Internal pedestrian doors,,Ausbau,Türen & Tore,Innentüren,"gestemmte Türe inkl. Rahmen = Kastenfront von Einbauschrank, inkl. Schlüssel, Band: rechts, Rahmenaussenmasse: B: 82cm, H: 232cm ( kann unten natürlich gekürzt werden)",Wood,,60,175,,,,,,95.0,,,1970-01-01,95.0,2023-09-25 00:00:00.000,0.0,1.0,265.0,,,useagain,78972,CH,de,20190926_160530_%281%29_570x570.jpg,https://www.useagain.ch/de/gest.-kastenfront-jg-1906-78972,G01.05,,,,,"{'score': 0.00010208730236627162, 'start': 91, 'end': 110, 'answer': ' Rahmenaussenmasse:'}","{'score': 0.4282202422618866, 'start': 110, 'end': 128, 'answer': ' B: 82cm, H: 232cm'}","{'score': 6.01225974605768e-06, 'start': 113, 'end': 128, 'answer': ' 82cm, H: 232cm'}"
1230,1230,Türbeschläge/Türdrücker CH BB 14 Stück,used & cleaned,['G01.05'],Internal pedestrian doors,,Ausbau,Türen & Tore,Innentüren,"14 Türdrücker Sets; gebraucht guter Zustand aus Renovation
abzugeben Ende Dezember/anfangs 2020.
Privatverkauf, keine Garantie keine Rücknahme.
Vorzugsweise an Abholer, Versand nur nach Absprache
Beschläge im Set zum Fixpreis.
Die Zimmertüren selbst sind an Interessenten nach Absprache gratis abzugeben, bitte melden.",Metal,,,,,,,,,200.0,,,1970-01-01,200.0,2023-09-25 00:00:00.000,0.0,1.0,265.0,"Wil, 9500",,useagain,79131,CH,de,img_0452_570x570.jpg,https://www.useagain.ch/de/tuerbeschlaege-tuerdruecker-ch-bb-14-stueck-79131,G01.05,interior doors,,,,"{'score': 1.1488013740290626e-07, 'start': 143, 'end': 195, 'answer': '\nVorzugsweise an Abholer, Versand nur nach Absprache'}","{'score': 0.00013570737792178988, 'start': 0, 'end': 19, 'answer': '14 Türdrücker Sets;'}","{'score': 0.43487438559532166, 'start': 0, 'end': 2, 'answer': '14'}"
1231,1231,Türblatt Stumpf einschalgend; BD: Li,used & cleaned,['G01.05'],Internal pedestrian doors,,Ausbau,Türen & Tore,Innentüren,"sehr gut erhaltenes Türblatt ( für Metallzarge - Stumpf einschlagend) Band: links , inkl. Drückergarnitur u 1 Bartschlüssel",Wood,4,88,195,,,,,,125.0,,,1970-01-01,125.0,1970-01-01 00:00:00.000,0.0,1.0,271.0,,,useagain,79560,CH,de,20200220_102656_570x570.jpg,https://www.useagain.ch/de/tuerblatt-stumpf-einschalgend-bd-li-79560,G01.05,door leaf,,,,"{'score': 0.00011195024126209319, 'start': 0, 'end': 28, 'answer': 'sehr gut erhaltenes Türblatt'}","{'score': 1.773246367520187e-05, 'start': 48, 'end': 69, 'answer': ' Stumpf einschlagend)'}","{'score': 3.8116169889690354e-05, 'start': 107, 'end': 123, 'answer': ' 1 Bartschlüssel'}"
