,Category,Category_1,Subcategory,URL,Title,ID,Imagefile,Bredde,Bredde_unit,Højde,Højde_unit,Tykkelse,Tykkelse_unit,Dørkarm,Quantity,LastPrice,Saved,LastUpOn,Hængning,Bredde m/karm,Bredde m/karm_unit,Højde m/karm,Højde m/karm_unit,Karmtykkelse,Karmtykkelse_unit,FirstPrice,PriceChange,Description,Skinne,Gammelt glas,Med hjørnebånd,Glas,Defekte glas,Materiale,Monteret før,Produktionsår,Produktionsår_unit,Til indmuring,Overfalset,Med vinkelhængsler,Koblet,Med udskyderstang,Længde,Længde_unit,Dybde,Dybde_unit,Konvektorer,Konvektorer_unit,Ophængsbeslag,Med termostat,Trykprøvet,Store,Country,Language,Bundstykke,Fyldningstype,Fyldningstype_unit,Fast ramme,Alu på træ,Title_en
245,Doors and  Windows,Brugte Døre,Fyldningsdøre med karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-med-karm/59920/fyldningsdoer-med-karm,Fyldningsdør med karm,59920,"['/dyn/resources/Shop_Model_Product/image/0/59920/1558617294/old2columns/fyldningsdoer-med-karm-59920.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/145658/1558617294/old2columns/fyldningsdoer-med-karm-59920.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/145659/1558617295/old2columns/fyldningsdoer-med-karm-59920.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/145660/1558617296/old2columns/fyldningsdoer-med-karm-59920.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/145661/1558617298/old2columns/fyldningsdoer-med-karm-59920.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/145662/1558617299/old2columns/fyldningsdoer-med-karm-59920.jpg']",94.0,cm,218.0,cm,23.5,cm,,1 stk,2400.0,2023-05-02,2023-07-15,Højrehængt,94.0,cm,218.0,cm,23.5,cm,4800.0,2400.0,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door with frame
246,Doors and  Windows,Brugte Døre,Fyldningsdøre med karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-med-karm/59515/fyldningsdoer-med-karm,Fyldningsdør med karm,59515,"['/dyn/resources/Shop_Model_Product/image/5/59515/1558331007/old2columns/fyldningsdoer-med-karm-59515.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/144569/1558331005/old2columns/fyldningsdoer-med-karm-59515.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/144570/1558331004/old2columns/fyldningsdoer-med-karm-59515.jpg']",91.5,cm,214.0,cm,10.0,cm,,1 stk,1000.0,2023-03-02,2023-07-12,Højrehængt,91.5,cm,214.0,cm,10.0,cm,2100.0,1100.0,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door with frame
247,Doors and  Windows,Brugte Døre,Fyldningsdøre med karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-med-karm/59437/fyldningsdoer-med-karm,Fyldningsdør med karm,59437,"['/dyn/resources/Shop_Model_Product/image/7/59437/1558007497/old2columns/fyldningsdoer-til-boernehave-med-karm-59437.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/144360/1558007497/old2columns/fyldningsdoer-til-boernehave-med-karm-59437.jpg']",76.0,cm,203.0,cm,11.5,cm,,2 stk,1200.0,2023-03-02,2023-07-12,Højrehængt,,,,,,,1600.0,400.0,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door with frame
248,Doors and  Windows,Brugte Døre,Fyldningsdøre med karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-med-karm/45745/fyldningsdoer-med-karm,Fyldningsdør med karm,45745,"['/dyn/resources/Shop_Model_Product/image/5/45745/1558680873/old2columns/fyldningsdoer-med-karm-45745.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/186853/1558680871/old2columns/fyldningsdoer-med-karm-45745.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/186854/1558680870/old2columns/fyldningsdoer-med-karm-45745.jpg']",89.0,cm,220.0,cm,11.5,cm,,8 stk,750.0,2023-03-02,2023-04-06,Venstrehængt,89.0,cm,220.0,cm,11.5,cm,2000.0,1250.0,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door with frame
249,Doors and  Windows,Brugte Døre,Fyldningsdøre med karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-med-karm/54837/fyldningsdoer-med-karm,Fyldningsdør med karm,54837,"['/dyn/resources/Shop_Model_Product/image/7/54837/1557906307/old2columns/fyldningsdoer-med-karm-54837.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/130657/1557906307/old2columns/fyldningsdoer-med-karm-54837.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/130658/1557906308/old2columns/fyldningsdoer-med-karm-54837.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/130659/1557906309/old2columns/fyldningsdoer-med-karm-54837.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/130660/1557906310/old2columns/fyldningsdoer-med-karm-54837.jpg']",101.5,cm,240.0,cm,12.0,cm,,1 stk,2200.0,2023-03-02,2023-05-28,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door with frame
250,Doors and  Windows,Brugte Døre,Fyldningsdøre med karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-med-karm/51216/fyldningsdoer-med-karm,Fyldningsdør med karm,51216,"['/dyn/resources/Shop_Model_Product/image/6/51216/1558590334/old2columns/fyldningsdoer-med-karm-51216.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/119657/1558590334/old2columns/fyldningsdoer-med-karm-51216.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/119658/1558590335/old2columns/fyldningsdoer-med-karm-51216.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/119659/1558590337/old2columns/fyldningsdoer-med-karm-51216.jpg']",108.0,cm,234.5,cm,12.0,cm,,1 stk,2000.0,2023-03-14,2023-05-21,Højrehængt,,,,,,,2900.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door with frame
251,Doors and  Windows,Brugte Døre,Fyldningsdøre med karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-med-karm/46697/fyldningsdoer-med-karm,Fyldningsdør med karm,46697,"['/dyn/resources/Shop_Model_Product/image/7/46697/1558589593/old2columns/fyldningsdoer-med-karm-46697.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/105507/1558589591/old2columns/fyldningsdoer-med-karm-46697.jpg']",92.0,cm,212.0,cm,8.5,cm,,1 stk,550.0,2023-03-11,2023-05-12,Højrehængt,92.0,cm,212.0,cm,8.5,cm,1100.0,550.0,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door with frame
252,Doors and  Windows,Brugte Døre,Fyldningsdøre med karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-med-karm/41501/fyldningsdoer-med-karm,Fyldningsdør med karm,41501,"['/dyn/resources/Shop_Model_Product/image/1/41501/1559639912/old2columns/fyldningsdoer-med-karm-41501.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/92891/1559639910/old2columns/fyldningsdoer-med-karm-41501.jpg']",89.0,cm,220.5,cm,12.5,cm,,1 stk,800.0,2023-03-02,2023-06-09,Venstrehængt,89.0,cm,220.5,cm,12.5,cm,1600.0,800.0,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door with frame
253,Doors and  Windows,Brugte Døre,Fyldningsdøre med karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-med-karm/41499/fyldningsdoer-med-karm,Fyldningsdør med karm,41499,"['/dyn/resources/Shop_Model_Product/image/9/41499/1559638085/old2columns/fyldningsdoer-med-karm-41499.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/92887/1559638084/old2columns/fyldningsdoer-med-karm-41499.jpg']",89.0,cm,219.0,cm,12.5,cm,,1 stk,800.0,2023-03-02,2023-05-13,Venstrehængt,89.0,cm,219.0,cm,12.5,cm,1600.0,800.0,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door with frame
254,Doors and  Windows,Brugte Døre,Fyldningsdøre med karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-med-karm/41504/fyldningsdoer-med-karm,Fyldningsdør med karm,41504,"['/dyn/resources/Shop_Model_Product/image/4/41504/1558680911/old2columns/fyldningsdoer-med-karm-41504.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/92900/1558680909/old2columns/fyldningsdoer-med-karm-41504.jpg']",89.0,cm,220.0,cm,12.5,cm,,2 stk,800.0,2023-03-02,2023-04-13,Venstrehængt,89.0,cm,220.0,cm,12.5,cm,1600.0,800.0,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door with frame
255,Doors and  Windows,Brugte Døre,Fyldningsdøre med karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-med-karm/33720/indvendig-doer-med-karm,Indvendig dør med karm,33720,"['/dyn/resources/Shop_Model_Product/image/0/33720/1558589507/old2columns/indvendig-doer-med-karm-33720.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/79429/1558589505/old2columns/indvendig-doer-med-karm-33720.jpg']",90.0,cm,236.0,cm,12.0,cm,,1 stk,1000.0,2023-03-02,2023-05-28,Højrehængt,90.0,cm,236.0,cm,12.0,cm,2000.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Interior door with frame
256,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267813/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267813,"['/dyn/resources/Shop_Model_Product/image/3/267813/1695893456/old2columns/267813.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/352400/1695893463/old2columns/267813.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/352399/1695893461/old2columns/267813.jpg']",83.5,cm,209.2,cm,3.5,cm,,1 stk,950.0,2023-03-02,2023-09-16,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
257,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267811/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267811,"['/dyn/resources/Shop_Model_Product/image/1/267811/1695892243/old2columns/267811.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/352397/1695892247/old2columns/267811.jpg']",83.7,cm,209.0,cm,3.5,cm,,1 stk,650.0,2023-03-02,2023-10-01,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
258,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267810/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267810,"['/dyn/resources/Shop_Model_Product/image/0/267810/1695891750/old2columns/267810.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/352393/1695891721/old2columns/267810.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/352394/1695891727/old2columns/267810.jpg']",78.5,cm,204.0,cm,3.5,cm,,1 stk,750.0,2023-03-19,2023-09-06,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
259,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267804/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267804,"['/dyn/resources/Shop_Model_Product/image/4/267804/1695888159/old2columns/267804.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/352357/1695888053/old2columns/267804.jpg']",73.2,cm,208.5,cm,3.5,cm,,1 stk,775.0,2023-03-21,2023-04-05,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
260,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267809/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267809,"['/dyn/resources/Shop_Model_Product/image/9/267809/1695890443/old2columns/267809.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/352381/1695890400/old2columns/267809.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/352383/1695890408/old2columns/267809.jpg']",78.5,cm,203.5,cm,3.5,cm,,1 stk,750.0,2023-03-02,2023-09-04,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
261,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267393/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267393,"['/dyn/resources/Shop_Model_Product/image/3/267393/1692946232/old2columns/267393.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/350552/1692946236/old2columns/267393.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/350553/1692946237/old2columns/267393.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/350554/1692946239/old2columns/267393.jpg']",80.5,cm,205.3,cm,3.5,cm,,1 stk,450.0,2023-04-17,2023-09-20,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
262,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267587/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267587,"['/dyn/resources/Shop_Model_Product/image/7/267587/1694507708/old2columns/267587.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/351308/1694507713/old2columns/267587.jpg']",70.0,cm,208.5,cm,3.5,cm,,1 stk,700.0,2023-04-17,2023-09-09,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
263,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267588/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267588,"['/dyn/resources/Shop_Model_Product/image/8/267588/1694509448/old2columns/267588.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/351310/1694509392/old2columns/267588.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/351309/1694509377/old2columns/267588.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/351311/1694509393/old2columns/267588.jpg']",78.0,cm,208.5,cm,3.5,cm,,1 stk,600.0,2023-03-28,2023-09-13,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
264,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267589/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267589,"['/dyn/resources/Shop_Model_Product/image/9/267589/1694509884/old2columns/267589.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/351318/1694509818/old2columns/267589.jpg']",83.5,cm,209.0,cm,3.5,cm,,1 stk,700.0,2023-03-13,2023-09-25,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
265,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267590/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267590,"['/dyn/resources/Shop_Model_Product/image/0/267590/1694591491/old2columns/267590.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/351326/1694510404/old2columns/267590.jpg']",83.5,cm,209.0,cm,3.5,cm,,1 stk,700.0,2023-03-02,2023-09-25,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
266,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267591/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267591,"['/dyn/resources/Shop_Model_Product/image/1/267591/1694591424/old2columns/267591.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/351328/1694511807/old2columns/267591.jpg']",83.5,cm,208.0,cm,3.5,cm,,1 stk,700.0,2023-04-18,2023-09-13,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
267,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267592/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267592,"['/dyn/resources/Shop_Model_Product/image/2/267592/1694591056/old2columns/267592.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/351330/1694512515/old2columns/267592.jpg']",83.5,cm,209.0,cm,3.5,cm,,1 stk,600.0,2023-03-02,2023-09-03,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
268,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267548/fyldningsdoer-uden-karm,"Fyldningsdør uden karm,",267548,"['/dyn/resources/Shop_Model_Product/image/8/267548/1694415713/old2columns/267548.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/351182/1694415716/old2columns/267548.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/351181/1694415715/old2columns/267548.jpg']",68.0,cm,204.5,cm,3.5,cm,,1 stk,600.0,2023-03-25,2023-05-19,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,"Filling door without frame,"
269,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267550/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267550,"['/dyn/resources/Shop_Model_Product/image/0/267550/1694417189/old2columns/267550.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/351183/1694417163/old2columns/267550.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/351185/1694417166/old2columns/267550.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/351186/1694417168/old2columns/267550.jpg']",83.0,cm,207.0,cm,3.5,cm,,1 stk,1100.0,2023-03-27,2023-09-25,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
270,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267442/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267442,"['/dyn/resources/Shop_Model_Product/image/2/267442/1693391498/old2columns/267442.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/350738/1693391502/old2columns/267442.jpg']",76.0,cm,204.0,cm,3.5,cm,,1 stk,700.0,2023-03-05,2023-10-01,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
271,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267443/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267443,"['/dyn/resources/Shop_Model_Product/image/3/267443/1693392409/old2columns/267443.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/350741/1693392415/old2columns/267443.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/350740/1693392413/old2columns/267443.jpg']",73.0,cm,206.0,cm,3.5,cm,,1 stk,650.0,2023-03-12,2023-09-19,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
272,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267446/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267446,"['/dyn/resources/Shop_Model_Product/image/6/267446/1693395920/old2columns/267446.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/350749/1693395924/old2columns/267446.jpg']",83.0,cm,204.5,cm,3.5,cm,,1 stk,650.0,2023-03-02,2023-09-05,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
273,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267551/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267551,"['/dyn/resources/Shop_Model_Product/image/1/267551/1694522611/old2columns/267551.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/351187/1694418953/old2columns/267551.jpg']",83.0,cm,208.5,cm,3.5,cm,,1 stk,700.0,2023-03-02,2023-03-11,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
274,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267554/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267554,"['/dyn/resources/Shop_Model_Product/image/4/267554/1694420581/old2columns/267554.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/351203/1694420589/old2columns/267554.jpg']",83.0,cm,208.5,cm,3.5,cm,,1 stk,550.0,2023-03-02,2023-09-04,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
275,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267553/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267553,"['/dyn/resources/Shop_Model_Product/image/3/267553/1694419957/old2columns/267553.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/351201/1694419940/old2columns/267553.jpg']",84.0,cm,210.0,cm,3.5,cm,,1 stk,750.0,2023-03-02,2023-09-22,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
276,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267557/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267557,"['/dyn/resources/Shop_Model_Product/image/7/267557/1694516974/old2columns/267557.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/351209/1694422163/old2columns/267557.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/351210/1694422171/old2columns/267557.jpg']",84.0,cm,209.5,cm,3.5,cm,,1 stk,500.0,2023-03-29,2023-09-14,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
277,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267558/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267558,"['/dyn/resources/Shop_Model_Product/image/8/267558/1694516808/old2columns/267558.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/351212/1694423091/old2columns/267558.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/351214/1694423111/old2columns/267558.jpg']",63.5,cm,207.0,cm,3.5,cm,,1 stk,600.0,2023-03-02,2023-09-01,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
278,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267560/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267560,"['/dyn/resources/Shop_Model_Product/image/0/267560/1694423940/old2columns/267560.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/351221/1694423946/old2columns/267560.jpg']",64.0,cm,208.0,cm,3.5,cm,,1 stk,550.0,2023-03-02,2023-09-02,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
279,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267573/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267573,"['/dyn/resources/Shop_Model_Product/image/3/267573/1694431311/old2columns/267573.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/351248/1694431317/old2columns/267573.jpg']",83.4,cm,210.0,cm,3.5,cm,,1 stk,800.0,2023-03-02,2023-03-07,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
280,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267574/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267574,"['/dyn/resources/Shop_Model_Product/image/4/267574/1694513122/old2columns/267574.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/351249/1694432657/old2columns/267574.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/351251/1694432665/old2columns/267574.jpg']",64.5,cm,208.5,cm,3.5,cm,,1 stk,600.0,2023-04-07,2023-09-20,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
281,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267576/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267576,"['/dyn/resources/Shop_Model_Product/image/6/267576/1694433505/old2columns/267576.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/351257/1694433510/old2columns/267576.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/351258/1694433511/old2columns/267576.jpg']",51.5,cm,189.0,cm,3.5,cm,,1 stk,650.0,2023-03-16,2023-09-10,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
282,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267563/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267563,"['/dyn/resources/Shop_Model_Product/image/3/267563/1694425327/old2columns/267563.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/351226/1694425332/old2columns/267563.jpg']",70.0,cm,209.0,cm,3.5,cm,,1 stk,750.0,2023-03-02,2023-09-20,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
