,Unnamed: 0.1,Unnamed: 0,Title,Condition,eBKP_H,eBKP_H_EN,MateriuumCategory,Category,Category_1,Subcategory,Description,Material,Length,Width,Height,Diameter,Weight,Color,Energy_Efficiency,Availability,FirstPrice,PriceOnDemand,Quantity,Saved,LastPrice,LastUpOn,PriceChange,Sold,SoldAfter,Location,Provider,Store,ID,Country,Language,Imagefile,URL,eBKP_H_Generalized,ElementType,Price,Stock,Dimensions,material,dim,quantity_n,material_emb,Swiss_Raw,Swiss_Code,first_level,second_level,third_level
1913,2764,2764,Rasteranbauleuchte,"used, cleaned & tested","['D01.05', 'J01.03']",Electrical installations,,Gebäudetechnik & Sanitär,Elektro & Leuchten,Leuchten & Lampen,"Hersteller: keine Angaben
Garantie: ohne Garantie
Spannung: 230 V
Mängel: Gebrauchsspuren
Zustand: occasion/gebraucht

Artikelnr:  111846",Mixed,,,,,,mixed,,2022-09-30,69.0,,,1970-01-01,69.0,2023-09-25 00:00:00.000,0.0,1.0,173.0,"Münchenstein, 4142",,useagain,90645,CH,de,111846_570x570.jpg,https://www.useagain.ch/de/rasteranbauleuchte-90645,D01,lighting,,,,"{'score': 0.0004912050790153444, 'start': 25, 'end': 49, 'answer': '\nGarantie: ohne Garantie'}","{'score': 0.08813487738370895, 'start': 59, 'end': 65, 'answer': ' 230 V'}","{'score': 0.04223688319325447, 'start': 59, 'end': 65, 'answer': ' 230 V'}",Sitka spruce,Pendant luminaires,Pr_70_70_48_62,Furnishings,Furnishings,"Lighting columns, brackets and bollards"
1916,2767,2767,Lichtwürfel,used & cleaned,"['D01.05', 'J01.03']",Electrical installations,,Gebäudetechnik & Sanitär,Elektro & Leuchten,Leuchten & Lampen,"aus Ausstellung: Lampe bzw Lichtwürfel, inkl. Kabel mit Schalter 45cm Kantenlänge
1x neu mit Kantenlänge 50cm --&gt; Fr. 95.--",Plastic,45.0,45.0,45,,,,,,75.0,,,1970-01-01,75.0,1970-01-01 00:00:00.000,0.0,1.0,179.0,,,useagain,75363,CH,de,20170928_112338_570x570.jpg,https://www.useagain.ch/de/lichtwuerfel-slide-75363,D01,,,,,"{'score': 0.00012261458323337138, 'start': 0, 'end': 16, 'answer': 'aus Ausstellung:'}","{'score': 0.08292804658412933, 'start': 64, 'end': 69, 'answer': ' 45cm'}","{'score': 0.0020175084937363863, 'start': 81, 'end': 109, 'answer': '\n1x neu mit Kantenlänge 50cm'}",Reflective glass,Pendant luminaires,Pr_70_70_48_62,Openings,Other,"Lighting columns, brackets and bollards"
1917,2768,2768,Aussenleuchte mit Bewegungsmelder,used & cleaned,"['D01.05', 'J01.03']",Electrical installations,,Gebäudetechnik & Sanitär,Elektro & Leuchten,Leuchten & Lampen,"Aussenleuchte mit Bewegungsmelder; Echtglas -Kugel, Rest aus Kunststoff.von STEINEL",Glass,,,,,,,,,45.0,,,1970-01-01,45.0,2023-09-25 00:00:00.000,0.0,1.0,173.0,,,useagain,75131,CH,de,20210521_090859_570x570.jpg,https://www.useagain.ch/de/aussenleuchte-mit-bewegungsmelder-75131,D01,lighting,,,,"{'score': 0.23987847566604614, 'start': 60, 'end': 75, 'answer': ' Kunststoff.von'}","{'score': 6.821177521487698e-05, 'start': 34, 'end': 83, 'answer': ' Echtglas -Kugel, Rest aus Kunststoff.von STEINEL'}","{'score': 7.903257937869057e-05, 'start': 51, 'end': 75, 'answer': ' Rest aus Kunststoff.von'}",Reflective glass,Pendant luminaires,Pr_70_70_48_62,Technical elements,"Stairs, Ramps, Lift, Hardware","Lighting columns, brackets and bollards"
1919,2770,2770,Deckenleuchte von,used & cleaned,"['D01.05', 'J01.03']",Electrical installations,,Gebäudetechnik & Sanitär,Elektro & Leuchten,Leuchten & Lampen,"mehrheitl. neue (OVP) Deckenleuchten von STAFF,TYP: 770222/228/224/336; mit 2x Steck Kompakt FL max je 9 W (Sockel G 23);
(gibt's jetz als  LED --&gt; letzte beiden Fotos)",Metal,,,21,20,,,,,20.0,,,1970-01-01,20.0,2023-09-25 00:00:00.000,0.0,1.0,173.0,,,useagain,74962,CH,de,20170906_142029_570x570.jpg,https://www.useagain.ch/de/deckenleuchte-von-staff-74962,D01,ceiling light,,,,"{'score': 3.375294909346849e-05, 'start': 40, 'end': 51, 'answer': ' STAFF,TYP:'}","{'score': 0.14718326926231384, 'start': 51, 'end': 71, 'answer': ' 770222/228/224/336;'}","{'score': 0.013085448183119297, 'start': 51, 'end': 71, 'answer': ' 770222/228/224/336;'}",Sitka spruce,Pendant luminaires,Pr_70_70_48_62,Furnishings,Furnishings,Power and lighting outlet products
1920,2771,2771,Scheinwerfer,used & cleaned,"['D01.05', 'J01.03']",Electrical installations,,Gebäudetechnik & Sanitär,Elektro & Leuchten,Leuchten & Lampen,"recht gut erhaltene 250 W Scheinwerfer ( Ex Zoo Zürich), inkl. Kabel u Leuchtmittel
Bitte beachten Sie, dass dieser Artikel nicht im Laden sondern im unbedienten lager ist. daher unbedingt mind 1 Tag vorher tel. geben, damit wir ihn hierher holen können - danke",Metal,20.0,43.0,46,,,,,,40.0,,,1970-01-01,40.0,2023-09-25 00:00:00.000,0.0,1.0,173.0,,,useagain,74960,CH,de,20170906_142949_570x570.jpg,https://www.useagain.ch/de/scheinwerfer-250-w-74960,D01,,,,,"{'score': 0.00011729620746336877, 'start': 149, 'end': 167, 'answer': ' unbedienten lager'}","{'score': 0.04561346396803856, 'start': 19, 'end': 38, 'answer': ' 250 W Scheinwerfer'}","{'score': 0.29238271713256836, 'start': 19, 'end': 38, 'answer': ' 250 W Scheinwerfer'}",Reflective glass,Pendant luminaires,Pr_70_70_48_62,Technical elements,Furnishings,"Lighting columns, brackets and bollards"
1921,2772,2772,Scheinwerfer,used & cleaned,"['D01.05', 'J01.03']",Electrical installations,,Gebäudetechnik & Sanitär,Elektro & Leuchten,Leuchten & Lampen,"rel. gut ehaltene Scheinwerfer; ( Ex ZOO Zürich) 250 W, teilw. mit montage - Bügel, Schnappverschlüssen und Kabel, teilw. auch verschraubt; aus Chromstahl, meiste inkl. Leuchtmittel, bei kauf mehrerer : --&gt;Preis auf Anfrage",Metal,34.0,59.0,18,,,,,,80.0,,,1970-01-01,80.0,2023-09-25 00:00:00.000,0.0,1.0,173.0,,,useagain,74958,CH,de,20170906_143816_570x570.jpg,https://www.useagain.ch/de/250-w-scheinwerfer-74958,D01,,,,,"{'score': 0.9428254961967468, 'start': 143, 'end': 155, 'answer': ' Chromstahl,'}","{'score': 3.17844569508452e-05, 'start': 48, 'end': 55, 'answer': ' 250 W,'}","{'score': 0.18002519011497498, 'start': 48, 'end': 55, 'answer': ' 250 W,'}",Reflective glass,Pendant luminaires,Pr_70_70_48_62,Technical elements,Furnishings,"Lighting columns, brackets and bollards"
1922,2773,2773,Leuchte Zumtobel staff mit,used & cleaned,"['D01.05', 'J01.03']",Electrical installations,,Gebäudetechnik & Sanitär,Elektro & Leuchten,Leuchten & Lampen,"14 wenig benütze Zumtobel FL Deckenleuchten, mit 58 W FL, hat EVG,
alle 14 Stk zusammen Preis auf Anfrage",Metal,,,,,,,,,75.0,,,1970-01-01,75.0,1970-01-01 00:00:00.000,0.0,1.0,173.0,,,useagain,74862,CH,de,20170904_135756_570x570.jpg,https://www.useagain.ch/de/fl-leuchte-zumtobel-staff-58-w-mit-evg-74862,D01,lighting,,,,"{'score': 0.00046088735689409077, 'start': 61, 'end': 66, 'answer': ' EVG,'}","{'score': 0.005599160213023424, 'start': 0, 'end': 2, 'answer': '14'}","{'score': 0.26289817690849304, 'start': 71, 'end': 74, 'answer': ' 14'}",Pisé,Pendant luminaires,Pr_70_70_48_62,Other,"Floors, Ceiling","Lighting columns, brackets and bollards"
1923,2774,2774,Soffittenleuchte in,like new,"['D01.05', 'J01.03']",Electrical installations,,Gebäudetechnik & Sanitär,Elektro & Leuchten,Leuchten & Lampen,"als Ersatz für die nicht mehr erlauben 100 W Röhren für Spiegelschränke gibt's jetz eine in LED  (S19)- wir verkaufen diese neu :
 9 W, 240 V, 850 lm, 2700Â° Kelvin
offiz. NP: 46.-- bei NOSER LIGHT",Glass,,48.0,,,,,,,38.0,,,1970-01-01,38.0,2023-09-25 00:00:00.000,0.0,1.0,173.0,,,useagain,73074,CH,de,20170105_170439_570x570.jpg,https://www.useagain.ch/de/soffittenleuchte-in-led-73074,D01,LED,,,,"{'score': 1.7976245203499275e-07, 'start': 91, 'end': 103, 'answer': ' LED  (S19)-'}","{'score': 2.6567329769022763e-05, 'start': 130, 'end': 157, 'answer': ' 9 W, 240 V, 850 lm, 2700Â°'}","{'score': 0.0016065849922597408, 'start': 38, 'end': 44, 'answer': ' 100 W'}",Pisé,Pendant luminaires,Pr_70_70_48_62,"Wall, Barriers, Pannels","Covering, Finish","Lighting columns, brackets and bollards"
1924,2775,2775,Hängeleuchte,used & cleaned,"['D01.05', 'J01.03']",Electrical installations,,Gebäudetechnik & Sanitär,Elektro & Leuchten,Leuchten & Lampen,"in Kleinserie Hegestellte Designerleuchte (ca 1990), aus Architekturbüro, war in Stromschiene kann aber via Stecker auch einzeln betreiben werden
(je 1 Flammig FL (58 W) mit konventionellem Vorschaltgerät 
(z. Z noch 4 Doppelflammige an Lager f je 190.--/stk)(letztes Foto)
(ev Lohnt ein Umbau auf EVG), L: Gehäuse: 155cm
(NP damals: Fr. 1600.--/ Stk!!!",Metal,17.0,178.0,"14,5",,,,,,160.0,,,1970-01-01,160.0,2023-09-25 00:00:00.000,0.0,1.0,173.0,,,useagain,73066,CH,de,123a_%281%29_570x570.jpg,https://www.useagain.ch/de/haengeleuchte-fl-73066,D01,lighting,,,,"{'score': 5.672183078786475e-07, 'start': 346, 'end': 353, 'answer': ' Stk!!!'}","{'score': 0.041458792984485626, 'start': 315, 'end': 321, 'answer': ' 155cm'}","{'score': 0.04215481877326965, 'start': 149, 'end': 159, 'answer': ' 1 Flammig'}",Silt,Pendant luminaires,Pr_70_70_48_62,Openings,"Covering, Finish","Lighting columns, brackets and bollards"
1925,2776,2776,Fabrikleuchte,used & cleaned,"['D01.05', 'J01.03']",Electrical installations,,Gebäudetechnik & Sanitär,Elektro & Leuchten,Leuchten & Lampen,"500 W Fabrikleuchte, Glühbirne : OK, Abdeckglas fehlt, (nur so wie auf Fotos)",Metal,,,70,40,,,,,175.0,,,1970-01-01,175.0,2023-09-25 00:00:00.000,0.0,1.0,173.0,,,useagain,73009,CH,de,20161214_141938_570x570.jpg,https://www.useagain.ch/de/fabrikleuchte-73009,D01,lighting,,,,"{'score': 0.04897613450884819, 'start': 36, 'end': 47, 'answer': ' Abdeckglas'}","{'score': 0.05281664431095123, 'start': 0, 'end': 20, 'answer': '500 W Fabrikleuchte,'}","{'score': 0.5615500211715698, 'start': 0, 'end': 5, 'answer': '500 W'}",Fir,Pendant luminaires,Pr_70_70_48_62,Technical elements,"Stairs, Ramps, Lift, Hardware",Power and lighting outlet products
1927,2778,2778,Deckenleuchte,used & cleaned,"['D01.05', 'J01.03']",Electrical installations,,Gebäudetechnik & Sanitär,Elektro & Leuchten,Leuchten & Lampen,"Regent Büroleuchte , 2-flammig , mit EVG (Elektronischem Vorschaltgerät), die Leuchten können herabgehängt oder direkt auf die Decke geschraubt werden, sind beleibig Koppelbar",Metal,28.0,125.0,10,,,,,,90.0,,,1970-01-01,90.0,2023-09-25 00:00:00.000,0.0,1.0,173.0,,,useagain,72147,CH,de,img_6915a_570x570.jpg,https://www.useagain.ch/de/regent-deckenleuchte-72147,D01,ceiling light,,,,"{'score': 6.440808192564873e-06, 'start': 165, 'end': 175, 'answer': ' Koppelbar'}","{'score': 0.01678135059773922, 'start': 93, 'end': 151, 'answer': ' herabgehängt oder direkt auf die Decke geschraubt werden,'}","{'score': 0.6526018977165222, 'start': 20, 'end': 30, 'answer': ' 2-flammig'}",Sitka spruce,Pendant luminaires,Pr_70_70_48_62,Furnishings,Furnishings,Power and lighting outlet products
1929,2780,2780,Einbauleuchte Doppel mit,used & cleaned,"['D01.05', 'J01.03']",Electrical installations,,Gebäudetechnik & Sanitär,Elektro & Leuchten,Leuchten & Lampen,"Doppel FL Einbauleuchte mit EVG,(bei grösseren Mengen Preis auf anfrage); viele weitere Leuchten an Lager, fragen Sie danach: 052 238 27 00",Mixed,31.0,155.0,"7,5",,,,,,60.0,,,1970-01-01,60.0,2023-09-25 00:00:00.000,0.0,1.0,173.0,,,useagain,65418,CH,de,21.07.2010-046_570x570.jpg,https://www.useagain.ch/de/einbauleuchte-doppel-fl-mit-evg-65418,D01,lighting,,,,"{'score': 0.0009239226346835494, 'start': 27, 'end': 36, 'answer': ' EVG,(bei'}","{'score': 0.0010680921841412783, 'start': 0, 'end': 23, 'answer': 'Doppel FL Einbauleuchte'}","{'score': 0.02480374649167061, 'start': 53, 'end': 73, 'answer': ' Preis auf anfrage);'}",Sitka spruce,Pendant luminaires,Pr_70_70_48_62,Technical elements,Furnishings,"Lighting columns, brackets and bollards"
1941,2792,2792,Giger Licht Rettungszeichenleuchte mit Befestigung,"used, cleaned & tested","['D05.06', 'D06.06', 'D07.06', 'D11.01', 'D11.02', 'D11.03', 'D11.04', 'D11.05', 'G05.07', 'I02.06', 'I03.08', 'I03.09', 'Sonstiges']",Special utility installations,,Sonstiges,Sonstiges,Sonstiges,"Hersteller: Giger Licht
Garantie: ohne Garantie
Masse: H: 19 cm, B: 30 cm, T: 1 cm
Mängel: Gebrauchsspuren
Zustand: occasion/gebraucht

Artikel Nr: 112345",Mixed,1.0,30.0,19,,,mixed,,2022-10-26,79.0,,,1970-01-01,79.0,2023-09-25 00:00:00.000,0.0,1.0,173.0,"Münchenstein, 4142",,useagain,91193,CH,de,112345_570x570.jpg,https://www.useagain.ch/de/giger-licht-rettungszeichenleuchte-mit-befestigung-91193,D11,lighting,,,,"{'score': 0.03898632153868675, 'start': 11, 'end': 23, 'answer': ' Giger Licht'}","{'score': 0.8356544971466064, 'start': 54, 'end': 82, 'answer': ' H: 19 cm, B: 30 cm, T: 1 cm'}","{'score': 0.05498868599534035, 'start': 77, 'end': 82, 'answer': ' 1 cm'}",Reflective glass,Pendant luminaires,Pr_70_70_48_62,Other,Other,Power and lighting outlet products
1953,2804,2804,Zumtobel Rettungszeichenleuchte,"used, cleaned & tested","['D05.06', 'D06.06', 'D07.06', 'D11.01', 'D11.02', 'D11.03', 'D11.04', 'D11.05', 'G05.07', 'I02.06', 'I03.08', 'I03.09', 'Sonstiges']",Special utility installations,,Sonstiges,Sonstiges,Sonstiges,"Hersteller: Zumtobel
Garantie: ohne Garantie
Masse: H: 16 cm, B: 31 cm, T: 5 cm
Mängel: Gebrauchsspuren
Zustand: occasion/gebraucht

Artikel Nr: 112344",Mixed,5.0,31.0,16,,,mixed,,2022-10-26,59.0,,,1970-01-01,79.0,2023-09-25 00:00:00.000,0.0,1.0,173.0,"Münchenstein, 4142",,useagain,91194,CH,de,112344_570x570.jpg,https://www.useagain.ch/de/zumtobel-rettungszeichenleuchte-91194,D11,lighting,,,,"{'score': 0.00015323309344239533, 'start': 20, 'end': 44, 'answer': '\nGarantie: ohne Garantie'}","{'score': 0.8654645681381226, 'start': 51, 'end': 79, 'answer': ' H: 16 cm, B: 31 cm, T: 5 cm'}","{'score': 0.06983837485313416, 'start': 51, 'end': 79, 'answer': ' H: 16 cm, B: 31 cm, T: 5 cm'}",Sitka spruce,Pendant luminaires,Pr_70_70_48_62,"Wall, Barriers, Pannels","Floors, Ceiling",Power and lighting outlet products
2030,2884,2884,Zumtobel Bewegungslicht,"used, cleaned & tested","['D01.05', 'J01.03']",Electrical installations,,Gebäudetechnik & Sanitär,Elektro & Leuchten,Leuchten & Lampen,"Hersteller: Zumtobel 
Garantie: ohne Garantie
Masse: H: 13cm, B: 20cm, T: 4,5cm
Mängel: Gebrauchsspuren
Material: Metall
Zustand: occasion/gebraucht

Artikelnr: 112413",Metal,4.0,20.0,13,,,,,2022-11-29,49.0,,,1970-01-01,49.0,2023-09-25 00:00:00.000,0.0,1.0,160.0,"Münchenstein, 4142",,useagain,91398,CH,de,112413_570x570.jpg,https://www.useagain.ch/de/zumtobel-bewegungslicht-91398,D01,,,,,"{'score': 0.9892618656158447, 'start': 113, 'end': 120, 'answer': ' Metall'}","{'score': 0.8512325286865234, 'start': 52, 'end': 79, 'answer': ' H: 13cm, B: 20cm, T: 4,5cm'}","{'score': 0.10866648703813553, 'start': 52, 'end': 79, 'answer': ' H: 13cm, B: 20cm, T: 4,5cm'}",Reflective glass,Pendant luminaires,Pr_70_70_48_62,Other,Other,"Lighting columns, brackets and bollards"
2131,2987,2987,Aussenleuchte f Wand oder Decke,used,"['D01.05', 'J01.03']",Electrical installations,,Gebäudetechnik & Sanitär,Elektro & Leuchten,Leuchten & Lampen,"sehr gut erhaltene Aussenleuchten von BEGA; Echtglas ( sehr stabil) u Geäuse Aludruckguss, JG 1995, 3 Stk à Je Fr. 75.-.-, (en bloc: 180.--); D: 16 (Glas) 20cm Gehäuse ; H:  10cm
intern: NrÂ  156 ; ID: 18689 ;HP 91485",Aluminum,,,10,20,,black,,2022-12-09,75.0,,,1970-01-01,75.0,1970-01-01 00:00:00.000,0.0,1.0,149.0,,,useagain,91485,CH,de,16022011005_570x570.jpg,https://www.useagain.ch/de/beag-aussenleuchte-f-wand-oder-decke-91485,D01,ceiling light,,,,"{'score': 0.018150024116039276, 'start': 76, 'end': 90, 'answer': ' Aludruckguss,'}","{'score': 0.05443398654460907, 'start': 141, 'end': 159, 'answer': ' D: 16 (Glas) 20cm'}","{'score': 0.5208538174629211, 'start': 99, 'end': 105, 'answer': ' 3 Stk'}",Sitka spruce,Pendant luminaires,Pr_70_70_48_62,"Wall, Barriers, Pannels","Floors, Ceiling","Lighting columns, brackets and bollards"
2845,4029,4029,Deckenleuchte,"used, cleaned & tested","['D01.05', 'J01.03']",Electrical installations,,Gebäudetechnik & Sanitär,Elektro & Leuchten,Leuchten & Lampen,"Masse: H: 4.5cm B: 148cm 
Garantie: ohne Garantie
Mängel: ohne Mängel
Zustand: occasion/gebraucht

Artikel Nr: 113032",,,148.0,"4,5",,,,,2023-02-20,5.0,,,1970-01-01,5.0,2023-09-25 00:00:00.000,0.0,1.0,58.0,"Münchenstein, 4142",,useagain,91980,CH,de,112032_570x570.jpg,https://www.useagain.ch/de/deckenleuchte-91980,D01,ceiling light,,,,"{'score': 2.6709494704846293e-05, 'start': 98, 'end': 117, 'answer': '\nArtikel Nr: 113032'}","{'score': 0.6210631728172302, 'start': 6, 'end': 24, 'answer': ' H: 4.5cm B: 148cm'}","{'score': 0.01272936724126339, 'start': 6, 'end': 24, 'answer': ' H: 4.5cm B: 148cm'}",Sitka spruce,Pendant luminaires,Pr_70_70_48_62,Furnishings,Furnishings,Power and lighting outlet products
2930,4128,4128,Kugel Deckenlampen Abdeckung,used & cleaned,"['D01.05', 'J01.03']",Electrical installations,,Gebäudetechnik & Sanitär,Elektro & Leuchten,Leuchten & Lampen,Ersatzglas für eine Deckenlampe mit Keramikfassung,Glass,,,,15,,white,,2023-03-14,15.0,,,1970-01-01,15.0,2023-09-25 00:00:00.000,0.0,1.0,45.0,"Münchenstein, 4142",,useagain,92206,CH,de,112094_2_570x570.jpg,https://www.useagain.ch/de/kugel-deckenlampen-abdeckung-92206,D01,lamp,,,,"{'score': 0.3025319278240204, 'start': 35, 'end': 50, 'answer': ' Keramikfassung'}","{'score': 0.00028073135763406754, 'start': 0, 'end': 10, 'answer': 'Ersatzglas'}","{'score': 0.003753324504941702, 'start': 0, 'end': 10, 'answer': 'Ersatzglas'}",Sitka spruce,Pendant luminaires,Pr_70_70_48_62,"Wall, Barriers, Pannels","Covering, Finish","Lighting columns, brackets and bollards"
2937,4135,4135,Unterbauleuchte Regent,"used, cleaned & tested","['D01.05', 'J01.03']",Electrical installations,,Gebäudetechnik & Sanitär,Elektro & Leuchten,Leuchten & Lampen,Unterbauleuchte Regent mit weisser Abdeckung,,65.0,11.0,"11,5",,,white,,2023-03-17,15.0,,,1970-01-01,15.0,2023-09-25 00:00:00.000,0.0,1.0,45.0,"Münchenstein, 4142",,useagain,92241,CH,de,112102_570x570.jpg,https://www.useagain.ch/de/unterbauleuchte-regent-92241,D01,lighting,,,,"{'score': 0.6040976643562317, 'start': 26, 'end': 44, 'answer': ' weisser Abdeckung'}","{'score': 0.0005983800510875881, 'start': 0, 'end': 44, 'answer': 'Unterbauleuchte Regent mit weisser Abdeckung'}","{'score': 0.0005548849003389478, 'start': 0, 'end': 44, 'answer': 'Unterbauleuchte Regent mit weisser Abdeckung'}",Pisé,Pendant luminaires,Pr_70_70_48_62,"Wall, Barriers, Pannels","Floors, Ceiling","Lighting columns, brackets and bollards"
2945,4143,4143,Kugel Deckenlampe,used & cleaned,"['D01.05', 'J01.03']",Electrical installations,,Gebäudetechnik & Sanitär,Elektro & Leuchten,Leuchten & Lampen,Kugel Deckenlampe Inkl. Keramikfassung 45Â°,Glass,,,20,15,,white,,2023-03-14,35.0,,,1970-01-01,35.0,1970-01-01 00:00:00.002,0.0,1.0,45.0,"Münchenstein, 4142",,useagain,92205,CH,de,112093_570x570.jpg,https://www.useagain.ch/de/kugel-deckenlampe-450-92205,D01,lamp,,,,"{'score': 0.5209776759147644, 'start': 23, 'end': 38, 'answer': ' Keramikfassung'}","{'score': 0.43937376141548157, 'start': 38, 'end': 43, 'answer': ' 45Â°'}","{'score': 0.8782621622085571, 'start': 38, 'end': 43, 'answer': ' 45Â°'}",Sitka spruce,Pendant luminaires,Pr_70_70_48_62,"Roof, Slabs, Stairs","Floors, Ceiling","Lighting columns, brackets and bollards"
2955,4153,4153,"Aussenlampe , Regent",used & cleaned,"['D05.06', 'D06.06', 'D07.06', 'D11.01', 'D11.02', 'D11.03', 'D11.04', 'D11.05', 'G05.07', 'I02.06', 'I03.08', 'I03.09', 'Sonstiges']",Special utility installations,,Sonstiges,Sonstiges,Sonstiges,Lampe für an die Wand oder Decke,Glass,30.0,30.0,12,,,white,,2023-03-21,20.0,,,1970-01-01,20.0,2023-09-25 00:00:00.000,0.0,1.0,45.0,"Münchenstein, 4142",,useagain,92265,CH,de,111281_570x570.jpg,https://www.useagain.ch/de/aussenlampe-regent-92265,D11,lamp,,,,"{'score': 0.004181529860943556, 'start': 0, 'end': 32, 'answer': 'Lampe für an die Wand oder Decke'}","{'score': 0.14494337141513824, 'start': 0, 'end': 32, 'answer': 'Lampe für an die Wand oder Decke'}","{'score': 0.00585388857871294, 'start': 0, 'end': 5, 'answer': 'Lampe'}",Pisé,Pendant luminaires,Pr_70_70_48_62,Other,Other,"Lighting columns, brackets and bollards"
2956,4154,4154,Kugel Deckenlampe,used & cleaned,"['D05.06', 'D06.06', 'D07.06', 'D11.01', 'D11.02', 'D11.03', 'D11.04', 'D11.05', 'G05.07', 'I02.06', 'I03.08', 'I03.09', 'Sonstiges']",Special utility installations,,Sonstiges,Sonstiges,Sonstiges,Deckenlampe aus Glas mit Keramiksockel und Glühbirne.,Glass,,,20,15,,white,,2023-03-13,25.0,,,1970-01-01,25.0,1970-01-01 00:00:00.002,0.0,1.0,45.0,"Münchenstein, 4142",,useagain,92199,CH,de,112092_570x570.jpg,https://www.useagain.ch/de/kugel-deckenlampe-92199,D11,lamp,,,,"{'score': 0.9744067192077637, 'start': 15, 'end': 20, 'answer': ' Glas'}","{'score': 0.0001262981677427888, 'start': 0, 'end': 20, 'answer': 'Deckenlampe aus Glas'}","{'score': 3.539588306011865e-06, 'start': 0, 'end': 20, 'answer': 'Deckenlampe aus Glas'}",Sitka spruce,Pendant luminaires,Pr_70_70_48_62,"Roof, Slabs, Stairs","Floors, Ceiling","Lighting columns, brackets and bollards"
3276,4487,4487,Luminaire rond orientables,used,,,Electricités et luminaires,Gebäudetechnik & Sanitär,Elektro & Leuchten,Elektrogerät,Luminaire orientable (direction et inclinaison) encastrés dans le faux-plafonds,Aluminum,0.0,20.0,20,,,,,,0.0,1.0,390.0,1970-01-01,0.0,1970-01-01 00:00:00.000,15.0,1.0,0.0,,CROIX D'OR,materiuum,2302-5748,CH,fr,"['https://materiuum.ch/wp-content/uploads/2023/04/2302-5748-a-600x450.jpg', 'https://materiuum.ch/wp-content/uploads/2023/04/2302-5748-b-600x800.jpg', 'https://materiuum.ch/wp-content/uploads/2023/04/2302-5748-c-600x800.jpg']",https://materiuum.ch/produit/345-27/,,lighting,,,,"{'score': 0.07502515614032745, 'start': 65, 'end': 79, 'answer': ' faux-plafonds'}","{'score': 0.0021529633086174726, 'start': 47, 'end': 79, 'answer': ' encastrés dans le faux-plafonds'}","{'score': 7.371883111773059e-05, 'start': 0, 'end': 9, 'answer': 'Luminaire'}",Sitka spruce,Pendant luminaires,Pr_70_70_48_62,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards"
3304,4515,4515,Leuchten mit neuen Leuchtmitteln,cleaned & tested,"['D01.05', 'J01.03']",Electrical installations,,Gebäudetechnik & Sanitär,Elektro & Leuchten,Leuchten & Lampen,"In jeder Lampe je 2 LED Leuchtmittel: Philips warmweiss

Neupreis Leuchtmittel alleine 15 CHF

https://www.beleuchtungdirekt.ch/de/osram-dulux-de-led-10w-990lm-830-warmweiss-ersatz-fur-26w-4058075559172",,,,,,,white,,,31.0,,,1970-01-01,31.0,1970-01-01 00:00:00.000,0.0,1.0,6.0,"Küblis, 7240",,useagain,92479,CH,de,20230410_120751_570x570.jpg,https://www.useagain.ch/de/7-leuchten-mit-14-neuen-led-leuchtmitteln-92479,D01,LED,,,,"{'score': 0.23215794563293457, 'start': 94, 'end': 202, 'answer': '\nhttps://www.beleuchtungdirekt.ch/de/osram-dulux-de-led-10w-990lm-830-warmweiss-ersatz-fur-26w-4058075559172'}","{'score': 0.00041925470577552915, 'start': 94, 'end': 202, 'answer': '\nhttps://www.beleuchtungdirekt.ch/de/osram-dulux-de-led-10w-990lm-830-warmweiss-ersatz-fur-26w-4058075559172'}","{'score': 0.10655539482831955, 'start': 14, 'end': 37, 'answer': ' je 2 LED Leuchtmittel:'}",Lignite,Pendant luminaires,Pr_70_70_48_62,Technical elements,Other,Power and lighting outlet products
3369,4591,4592,Absaugeanlage,gebraucht,"['D05.06', 'D06.06', 'D07.06', 'D11.01', 'D11.02', 'D11.03', 'D11.04', 'D11.05', 'G05.07', 'H08.01', 'H08.02', 'H08.03', 'H08.04', 'H09.01', 'H09.02', 'H09.03', 'H09.04', 'H09.05', 'H09.06', 'H09.07', 'H09.08', 'H09.09', 'I02.06', 'I03.08', 'I03.09', 'Sonstiges']",,,Sonstiges,Spezifische Anlagen,Weitere nutzungsspezifische Anlage,Schlauchlänge 840cm,,,,,,,,,,50.0,,,1970-01-01,50.0,2023-09-25 00:00:00.000,,0.0,4.0,"Basel, 4056",,,91695,,,image_%2810%29_570x570.jpg,https://www.useagain.ch/de/absaugeanlage-91695,,,,,,"{'score': 0.0003764941357076168, 'start': 13, 'end': 19, 'answer': ' 840cm'}","{'score': 0.28266724944114685, 'start': 13, 'end': 19, 'answer': ' 840cm'}","{'score': 0.44600579142570496, 'start': 13, 'end': 19, 'answer': ' 840cm'}",Silt,Pendant luminaires,Pr_70_70_48_62,Technical elements,"Covering, Finish",Sanitary fittings and accessories
